Bill_Number,Order_Number,Date,Time,Waiter,Section,Table,Seats,Order_Type,Menu_Item,Menu_Category,Sales_Category,Quantity,Price,Gross_Sales,Discount_Name,Discount_Amount,Net_Sales,Modifiers,Modifier_Amount,Tax_1_Name,Tax_1_Amount,Tax_2_Name,Tax_2_Amount,Total_Tax,Tip,Auto_Gratuity,Payment_Method,Is_Void,Is_Return,Notes
2261,2261,2026-03-14,11:59:59,Maya C.,Patio,21,4,Dine-In,Rack of Lamb,Mains,Food,1,45.00,48.50,,0.00,48.50,Add Avocado (+$3.50),3.50,GST,2.43,PST,0.00,2.43,0.00,0.00,Mastercard,No,No,
2261,2261,2026-03-14,11:59:59,Maya C.,Patio,21,4,Dine-In,Espresso,Non-Alcoholic,Non-Alcoholic,1,5.00,5.00,,0.00,5.00,,0.00,GST,0.25,PST,0.00,0.25,34.89,0.00,Mastercard,No,No,
2262,2262,2026-03-14,11:59:06,Emma W.,Bar,31,2,Bar Tab,Pacific Prawn Pasta,Mains,Food,1,30.00,30.00,,0.00,30.00,,0.00,GST,1.50,PST,0.00,1.50,0.00,0.00,Visa,No,No,
2262,2262,2026-03-14,11:59:06,Emma W.,Bar,31,2,Bar Tab,Cappuccino,Non-Alcoholic,Non-Alcoholic,1,6.50,6.50,,0.00,6.50,,0.00,GST,0.33,PST,0.00,0.33,0.00,0.00,Visa,No,No,
2262,2262,2026-03-14,11:59:06,Emma W.,Bar,31,2,Bar Tab,Charred Octopus,Appetizers,Food,1,23.00,23.00,,0.00,23.00,,0.00,GST,1.15,PST,0.00,1.15,0.00,0.00,Visa,No,No,
2262,2262,2026-03-14,11:59:06,Emma W.,Bar,31,2,Bar Tab,Braised Short Rib,Mains,Food,1,36.00,36.00,,0.00,36.00,,0.00,GST,1.80,PST,0.00,1.80,0.00,0.00,Visa,No,No,
2262,2262,2026-03-14,11:59:06,Emma W.,Bar,31,2,Bar Tab,Coastal Spritz,Cocktails,Alcohol,1,16.00,16.00,,0.00,16.00,,0.00,GST,0.80,PST,1.60,2.40,18.31,0.00,Visa,No,No,
2263,2263,2026-03-14,12:00:50,Sarah M.,Main Dining,9,2,Dine-In,Tuna Tartare,Appetizers,Food,1,22.00,22.00,,0.00,22.00,,0.00,GST,1.10,PST,0.00,1.10,0.00,0.00,Visa,No,No,
2263,2263,2026-03-14,12:00:50,Sarah M.,Main Dining,9,2,Dine-In,Seafood Linguine,Mains,Food,1,28.00,28.00,,0.00,28.00,,0.00,GST,1.40,PST,0.00,1.40,0.00,0.00,Visa,No,No,
2263,2263,2026-03-14,12:00:50,Sarah M.,Main Dining,9,2,Dine-In,Fresh Juice,Non-Alcoholic,Non-Alcoholic,1,8.00,8.00,,0.00,8.00,,0.00,GST,0.40,PST,0.00,0.40,0.00,0.00,Visa,No,No,
2263,2263,2026-03-14,12:00:50,Sarah M.,Main Dining,9,2,Dine-In,Charred Octopus,Appetizers,Food,1,23.00,26.50,,0.00,26.50,Add Avocado (+$3.50),3.50,GST,1.33,PST,0.00,1.33,0.00,0.00,Visa,No,No,
2263,2263,2026-03-14,12:00:50,Sarah M.,Main Dining,9,2,Dine-In,Herb-Crusted Chicken,Mains,Food,1,29.00,29.00,,0.00,29.00,,0.00,GST,1.45,PST,0.00,1.45,0.00,0.00,Visa,No,No,
2263,2263,2026-03-14,12:00:50,Sarah M.,Main Dining,9,2,Dine-In,Kombucha,Non-Alcoholic,Non-Alcoholic,1,7.00,7.00,,0.00,7.00,,0.00,GST,0.35,PST,0.00,0.35,19.93,0.00,Visa,No,No,
2264,2264,2026-03-14,13:32:47,Emma W.,Main Dining,16,2,Dine-In,Seafood Linguine,Mains,Food,1,28.00,28.00,,0.00,28.00,,0.00,GST,1.40,PST,0.00,1.40,0.00,0.00,Mastercard,No,No,
2264,2264,2026-03-14,13:32:47,Emma W.,Main Dining,16,2,Dine-In,Craft Lager (bottle),Beer,Alcohol,1,9.00,9.00,,0.00,9.00,,0.00,GST,0.45,PST,0.90,1.35,0.00,0.00,Mastercard,No,No,
2264,2264,2026-03-14,13:32:47,Emma W.,Main Dining,16,2,Dine-In,Seafood Linguine,Mains,Food,1,28.00,31.50,,0.00,31.50,Add Avocado (+$3.50),3.50,GST,1.58,PST,0.00,1.58,0.00,0.00,Mastercard,No,No,
2264,2264,2026-03-14,13:32:47,Emma W.,Main Dining,16,2,Dine-In,Paloma,Cocktails,Alcohol,1,16.00,16.00,,0.00,16.00,,0.00,GST,0.80,PST,1.60,2.40,18.27,0.00,Mastercard,No,No,
2265,2265,2026-03-14,13:12:25,Aisha R.,Main Dining,1,2,Dine-In,Burrata & Heirloom Tomato,Appetizers,Food,1,19.00,19.00,,0.00,19.00,,0.00,GST,0.95,PST,0.00,0.95,0.00,0.00,Visa,No,No,
2265,2265,2026-03-14,13:12:25,Aisha R.,Main Dining,1,2,Dine-In,Braised Short Rib,Mains,Food,1,36.00,36.00,,0.00,36.00,,0.00,GST,1.80,PST,0.00,1.80,0.00,0.00,Visa,No,No,
2265,2265,2026-03-14,13:12:25,Aisha R.,Main Dining,1,2,Dine-In,Sparkling Water (750ml),Non-Alcoholic,Non-Alcoholic,1,7.00,7.00,,0.00,7.00,,0.00,GST,0.35,PST,0.00,0.35,0.00,0.00,Visa,No,No,
2265,2265,2026-03-14,13:12:25,Aisha R.,Main Dining,1,2,Dine-In,Craft Lager (bottle),Beer,Alcohol,1,9.00,9.00,,0.00,9.00,,0.00,GST,0.45,PST,0.90,1.35,14.78,0.00,Visa,No,No,
2266,2266,2026-03-14,13:02:55,Emma W.,Cash Register,,2,Takeout,Pacific Prawn Pasta,Mains,Food,1,30.00,30.00,Industry Night 15%,-4.50,25.50,,0.00,GST,1.28,PST,0.00,1.28,0.00,0.00,Mastercard,No,No,
2266,2266,2026-03-14,13:02:55,Emma W.,Cash Register,,2,Takeout,Negroni,Cocktails,Alcohol,1,17.00,17.00,Industry Night 15%,-2.55,14.45,,0.00,GST,0.72,PST,1.45,2.17,0.00,0.00,Mastercard,No,No,
2266,2266,2026-03-14,13:02:55,Emma W.,Cash Register,,2,Takeout,West Coast Oysters (6pc),Appetizers,Food,1,24.00,24.00,Industry Night 15%,-3.60,20.40,,0.00,GST,1.02,PST,0.00,1.02,0.00,0.00,Mastercard,No,No,
2266,2266,2026-03-14,13:02:55,Emma W.,Cash Register,,2,Takeout,Espresso Martini,Cocktails,Alcohol,1,17.00,17.00,Industry Night 15%,-2.55,14.45,,0.00,GST,0.72,PST,1.45,2.17,0.00,0.00,Mastercard,No,No,
2267,2267,2026-03-14,12:40:39,Aisha R.,Cash Register,,1,Takeout,Porcini Risotto,Mains,Food,1,26.00,26.00,,0.00,26.00,,0.00,GST,1.30,PST,0.00,1.30,0.00,0.00,Cash,No,No,
2267,2267,2026-03-14,12:40:39,Aisha R.,Cash Register,,1,Takeout,Espresso Martini,Cocktails,Alcohol,1,17.00,17.00,,0.00,17.00,,0.00,GST,0.85,PST,1.70,2.55,0.00,0.00,Cash,No,No,
2268,2268,2026-03-14,12:12:25,Maya C.,Cash Register,,1,Takeout,Burrata & Heirloom Tomato,Appetizers,Food,1,19.00,19.00,Industry Night 15%,-2.85,16.15,,0.00,GST,0.81,PST,0.00,0.81,0.00,0.00,Visa,No,No,
2268,2268,2026-03-14,12:12:25,Maya C.,Cash Register,,1,Takeout,Pacific Prawn Pasta,Mains,Food,1,30.00,30.00,Industry Night 15%,-4.50,25.50,,0.00,GST,1.28,PST,0.00,1.28,0.00,0.00,Visa,No,No,
2268,2268,2026-03-14,12:12:25,Maya C.,Cash Register,,1,Takeout,Glass — Chardonnay (BC),Wine,Alcohol,1,16.00,16.00,Industry Night 15%,-2.40,13.60,,0.00,GST,0.68,PST,1.36,2.04,0.00,0.00,Visa,No,No,
2269,2269,2026-03-14,12:05:40,Jake T.,Main Dining,11,2,Dine-In,Burrata & Heirloom Tomato,Appetizers,Food,1,19.00,19.00,,0.00,19.00,,0.00,GST,0.95,PST,0.00,0.95,0.00,0.00,Visa,No,No,
2269,2269,2026-03-14,12:05:40,Jake T.,Main Dining,11,2,Dine-In,Pacific Prawn Pasta,Mains,Food,1,30.00,30.00,,0.00,30.00,,0.00,GST,1.50,PST,0.00,1.50,0.00,0.00,Visa,No,No,
2269,2269,2026-03-14,12:05:40,Jake T.,Main Dining,11,2,Dine-In,Pilsner (draft),Beer,Alcohol,1,9.00,9.00,,0.00,9.00,,0.00,GST,0.45,PST,0.90,1.35,0.00,0.00,Visa,No,No,
2269,2269,2026-03-14,12:05:40,Jake T.,Main Dining,11,2,Dine-In,Wild Salmon Fillet,Mains,Food,1,37.00,37.00,,0.00,37.00,,0.00,GST,1.85,PST,0.00,1.85,15.61,0.00,Visa,No,No,
2270,2270,2026-03-14,12:48:16,Jake T.,Main Dining,13,4,Dine-In,Tuna Tartare,Appetizers,Food,1,22.00,23.50,,0.00,23.50,Extra Sauce (+$1.50),1.50,GST,1.18,PST,0.00,1.18,0.00,0.00,Visa,No,No,
2270,2270,2026-03-14,12:48:16,Jake T.,Main Dining,13,4,Dine-In,Pacific Prawn Pasta,Mains,Food,1,30.00,30.00,,0.00,30.00,,0.00,GST,1.50,PST,0.00,1.50,0.00,0.00,Visa,No,No,
2270,2270,2026-03-14,12:48:16,Jake T.,Main Dining,13,4,Dine-In,Espresso Martini,Cocktails,Alcohol,1,17.00,17.00,,0.00,17.00,,0.00,GST,0.85,PST,1.70,2.55,0.00,0.00,Visa,No,No,
2270,2270,2026-03-14,12:48:16,Jake T.,Main Dining,13,4,Dine-In,Burrata & Heirloom Tomato,Appetizers,Food,1,19.00,19.00,,0.00,19.00,,0.00,GST,0.95,PST,0.00,0.95,0.00,0.00,Visa,No,No,
2270,2270,2026-03-14,12:48:16,Jake T.,Main Dining,13,4,Dine-In,Coastal Spritz,Cocktails,Alcohol,1,16.00,16.00,,0.00,16.00,,0.00,GST,0.80,PST,1.60,2.40,0.00,0.00,Visa,No,No,
2270,2270,2026-03-14,12:48:16,Jake T.,Main Dining,13,4,Dine-In,Roasted Beet Salad,Appetizers,Food,1,17.00,17.00,,0.00,17.00,,0.00,GST,0.85,PST,0.00,0.85,0.00,0.00,Visa,No,No,
2270,2270,2026-03-14,12:48:16,Jake T.,Main Dining,13,4,Dine-In,Rack of Lamb,Mains,Food,1,45.00,45.00,,0.00,45.00,,0.00,GST,2.25,PST,0.00,2.25,0.00,0.00,Visa,No,No,
2270,2270,2026-03-14,12:48:16,Jake T.,Main Dining,13,4,Dine-In,Kombucha,Non-Alcoholic,Non-Alcoholic,1,7.00,7.00,,0.00,7.00,,0.00,GST,0.35,PST,0.00,0.35,0.00,0.00,Visa,No,No,
2270,2270,2026-03-14,12:48:16,Jake T.,Main Dining,13,4,Dine-In,Pacific Prawn Pasta,Mains,Food,1,30.00,30.00,,0.00,30.00,,0.00,GST,1.50,PST,0.00,1.50,0.00,0.00,Visa,No,No,
2270,2270,2026-03-14,12:48:16,Jake T.,Main Dining,13,4,Dine-In,Sparkling Water (750ml),Non-Alcoholic,Non-Alcoholic,1,7.00,7.00,,0.00,7.00,,0.00,GST,0.35,PST,0.00,0.35,38.11,0.00,Visa,No,No,
2271,2271,2026-03-14,13:24:08,Jake T.,Main Dining,2,2,Dine-In,Porcini Risotto,Mains,Food,1,26.00,26.00,,0.00,26.00,,0.00,GST,1.30,PST,0.00,1.30,0.00,0.00,Cash,No,No,
2271,2271,2026-03-14,13:24:08,Jake T.,Main Dining,2,2,Dine-In,Duck Breast,Mains,Food,1,38.00,38.00,,0.00,38.00,,0.00,GST,1.90,PST,0.00,1.90,0.00,0.00,Cash,No,No,
2271,2271,2026-03-14,13:24:08,Jake T.,Main Dining,2,2,Dine-In,Espresso,Non-Alcoholic,Non-Alcoholic,1,5.00,5.00,,0.00,5.00,,0.00,GST,0.25,PST,0.00,0.25,10.00,0.00,Cash,No,No,
2272,2272,2026-03-14,12:24:50,Emma W.,Bar,31,1,Bar Tab,Pan-Seared Halibut,Mains,Food,1,42.00,42.00,,0.00,42.00,,0.00,GST,2.10,PST,0.00,2.10,0.00,0.00,Interac Debit,No,No,
2272,2272,2026-03-14,12:24:50,Emma W.,Bar,31,1,Bar Tab,Glass — Chardonnay (BC),Wine,Alcohol,1,16.00,16.00,,0.00,16.00,,0.00,GST,0.80,PST,1.60,2.40,10.55,0.00,Interac Debit,No,No,
2273,2273,2026-03-14,12:32:27,Jake T.,Patio,28,2,Dine-In,Salmon Crudo,Appetizers,Food,1,20.00,20.00,,0.00,20.00,,0.00,GST,1.00,PST,0.00,1.00,0.00,0.00,Visa,No,No,
2273,2273,2026-03-14,12:32:27,Jake T.,Patio,28,2,Dine-In,Negroni,Cocktails,Alcohol,1,17.00,17.00,,0.00,17.00,,0.00,GST,0.85,PST,1.70,2.55,0.00,0.00,Visa,No,No,
2273,2273,2026-03-14,12:32:27,Jake T.,Patio,28,2,Dine-In,Dungeness Crab Cakes,Appetizers,Food,1,21.00,21.00,,0.00,21.00,,0.00,GST,1.05,PST,0.00,1.05,0.00,0.00,Visa,No,No,
2273,2273,2026-03-14,12:32:27,Jake T.,Patio,28,2,Dine-In,Wild Salmon Fillet,Mains,Food,1,37.00,37.00,,0.00,37.00,,0.00,GST,1.85,PST,0.00,1.85,23.09,0.00,Visa,No,No,
2274,2274,2026-03-14,12:44:50,David L.,Main Dining,14,4,Dine-In,Tuna Tartare,Appetizers,Food,1,22.00,22.00,,0.00,22.00,,0.00,GST,1.10,PST,0.00,1.10,0.00,0.00,Interac Debit,No,No,
2274,2274,2026-03-14,12:44:50,David L.,Main Dining,14,4,Dine-In,Sparkling Water (750ml),Non-Alcoholic,Non-Alcoholic,1,7.00,7.00,,0.00,7.00,,0.00,GST,0.35,PST,0.00,0.35,0.00,0.00,Interac Debit,No,No,
2274,2274,2026-03-14,12:44:50,David L.,Main Dining,14,4,Dine-In,West Coast Oysters (6pc),Appetizers,Food,1,24.00,24.00,,0.00,24.00,,0.00,GST,1.20,PST,0.00,1.20,0.00,0.00,Interac Debit,No,No,
2274,2274,2026-03-14,12:44:50,David L.,Main Dining,14,4,Dine-In,Wagyu Burger,Mains,Food,1,28.00,28.00,,0.00,28.00,,0.00,GST,1.40,PST,0.00,1.40,0.00,0.00,Interac Debit,No,No,
2274,2274,2026-03-14,12:44:50,David L.,Main Dining,14,4,Dine-In,Espresso Martini,Cocktails,Alcohol,1,17.00,17.00,,0.00,17.00,,0.00,GST,0.85,PST,1.70,2.55,0.00,0.00,Interac Debit,No,No,
2274,2274,2026-03-14,12:44:50,David L.,Main Dining,14,4,Dine-In,Charred Octopus,Appetizers,Food,1,23.00,23.00,,0.00,23.00,,0.00,GST,1.15,PST,0.00,1.15,0.00,0.00,Interac Debit,No,No,
2274,2274,2026-03-14,12:44:50,David L.,Main Dining,14,4,Dine-In,Seafood Linguine,Mains,Food,1,28.00,28.00,,0.00,28.00,,0.00,GST,1.40,PST,0.00,1.40,0.00,0.00,Interac Debit,No,No,
2274,2274,2026-03-14,12:44:50,David L.,Main Dining,14,4,Dine-In,Espresso,Non-Alcoholic,Non-Alcoholic,1,5.00,5.00,,0.00,5.00,,0.00,GST,0.25,PST,0.00,0.25,0.00,0.00,Interac Debit,No,No,
2274,2274,2026-03-14,12:44:50,David L.,Main Dining,14,4,Dine-In,Tuna Tartare,Appetizers,Food,1,22.00,22.00,,0.00,22.00,,0.00,GST,1.10,PST,0.00,1.10,0.00,0.00,Interac Debit,No,No,
2274,2274,2026-03-14,12:44:50,David L.,Main Dining,14,4,Dine-In,Beet & Grain Bowl,Mains,Food,1,22.00,28.00,,0.00,28.00,Side Truffle Fries (+$6.00),6.00,GST,1.40,PST,0.00,1.40,0.00,0.00,Interac Debit,No,No,
2274,2274,2026-03-14,12:44:50,David L.,Main Dining,14,4,Dine-In,Espresso,Non-Alcoholic,Non-Alcoholic,1,5.00,5.00,,0.00,5.00,,0.00,GST,0.25,PST,0.00,0.25,0.00,0.00,Interac Debit,No,No,
2274,2274,2026-03-14,12:44:50,David L.,Main Dining,14,4,Dine-In,Bottle — House White,Wine,Alcohol,1,52.00,52.00,,0.00,52.00,,0.00,GST,2.60,PST,5.20,7.80,46.90,0.00,Interac Debit,No,No,
2275,2275,2026-03-14,13:40:36,Aisha R.,Bar,32,1,Bar Tab,Beet & Grain Bowl,Mains,Food,1,22.00,22.00,,0.00,22.00,,0.00,GST,1.10,PST,0.00,1.10,0.00,0.00,Visa,No,No,
2275,2275,2026-03-14,13:40:36,Aisha R.,Bar,32,1,Bar Tab,Glass — Sauvignon Blanc (NZ),Wine,Alcohol,1,17.00,17.00,,0.00,17.00,,0.00,GST,0.85,PST,1.70,2.55,7.42,0.00,Visa,No,No,
2276,2276,2026-03-14,12:04:14,Emma W.,Main Dining,1,2,Dine-In,Grilled Sablefish,Mains,Food,1,39.00,41.00,,0.00,41.00,Add Egg (+$2.00),2.00,GST,2.05,PST,0.00,2.05,0.00,0.00,Visa,No,No,
2276,2276,2026-03-14,12:04:14,Emma W.,Main Dining,1,2,Dine-In,Pan-Seared Halibut,Mains,Food,1,42.00,42.00,,0.00,42.00,,0.00,GST,2.10,PST,0.00,2.10,20.28,0.00,Visa,No,No,
2277,2277,2026-03-14,11:32:12,Emma W.,Cash Register,,1,Takeout,Braised Short Rib,Mains,Food,1,36.00,36.00,,0.00,36.00,,0.00,GST,1.80,PST,0.00,1.80,0.00,0.00,Visa,No,No,
2277,2277,2026-03-14,11:32:12,Emma W.,Cash Register,,1,Takeout,Kombucha,Non-Alcoholic,Non-Alcoholic,1,7.00,7.00,,0.00,7.00,,0.00,GST,0.35,PST,0.00,0.35,0.00,0.00,Visa,No,No,
2278,2278,2026-03-14,13:49:06,Maya C.,Cash Register,,2,Takeout,Bottle — House White,Wine,Alcohol,1,52.00,52.00,,0.00,52.00,,0.00,GST,2.60,PST,5.20,7.80,0.00,0.00,Interac Debit,No,No,
2278,2278,2026-03-14,13:49:06,Maya C.,Cash Register,,2,Takeout,Duck Breast,Mains,Food,1,38.00,38.00,,0.00,38.00,,0.00,GST,1.90,PST,0.00,1.90,10.82,0.00,Interac Debit,No,No,
2279,2279,2026-03-14,13:57:54,Sarah M.,Main Dining,19,2,Dine-In,Mushroom Arancini,Appetizers,Food,1,16.00,16.00,,0.00,16.00,,0.00,GST,0.80,PST,0.00,0.80,0.00,0.00,Mastercard,No,No,
2279,2279,2026-03-14,13:57:54,Sarah M.,Main Dining,19,2,Dine-In,Pacific Prawn Pasta,Mains,Food,1,30.00,30.00,,0.00,30.00,,0.00,GST,1.50,PST,0.00,1.50,0.00,0.00,Mastercard,No,No,
2279,2279,2026-03-14,13:57:54,Sarah M.,Main Dining,19,2,Dine-In,Coastal Spritz,Cocktails,Alcohol,1,16.00,16.00,,0.00,16.00,,0.00,GST,0.80,PST,1.60,2.40,0.00,0.00,Mastercard,No,No,
2279,2279,2026-03-14,13:57:54,Sarah M.,Main Dining,19,2,Dine-In,Pacific Prawn Pasta,Mains,Food,1,30.00,30.00,,0.00,30.00,,0.00,GST,1.50,PST,0.00,1.50,0.00,0.00,Mastercard,No,No,
2279,2279,2026-03-14,13:57:54,Sarah M.,Main Dining,19,2,Dine-In,Pilsner (draft),Beer,Alcohol,1,9.00,9.00,,0.00,9.00,,0.00,GST,0.45,PST,0.90,1.35,21.33,0.00,Mastercard,No,No,
2280,2280,2026-03-14,13:47:47,Jake T.,Main Dining,9,4,Dine-In,Tuna Tartare,Appetizers,Food,1,22.00,22.00,,0.00,22.00,,0.00,GST,1.10,PST,0.00,1.10,0.00,0.00,Visa,No,No,
2280,2280,2026-03-14,13:47:47,Jake T.,Main Dining,9,4,Dine-In,Wild Salmon Fillet,Mains,Food,1,37.00,37.00,,0.00,37.00,,0.00,GST,1.85,PST,0.00,1.85,0.00,0.00,Visa,No,No,
2280,2280,2026-03-14,13:47:47,Jake T.,Main Dining,9,4,Dine-In,Bottle — House Red,Wine,Alcohol,1,56.00,56.00,,0.00,56.00,,0.00,GST,2.80,PST,5.60,8.40,0.00,0.00,Visa,No,No,
2280,2280,2026-03-14,13:47:47,Jake T.,Main Dining,9,4,Dine-In,Burrata & Heirloom Tomato,Appetizers,Food,1,19.00,19.00,,0.00,19.00,,0.00,GST,0.95,PST,0.00,0.95,0.00,0.00,Visa,No,No,
2280,2280,2026-03-14,13:47:47,Jake T.,Main Dining,9,4,Dine-In,Porcini Risotto,Mains,Food,1,26.00,26.00,,0.00,26.00,,0.00,GST,1.30,PST,0.00,1.30,0.00,0.00,Visa,No,No,
2280,2280,2026-03-14,13:47:47,Jake T.,Main Dining,9,4,Dine-In,Glass — Cabernet Sauvignon,Wine,Alcohol,1,18.00,18.00,,0.00,18.00,,0.00,GST,0.90,PST,1.80,2.70,0.00,0.00,Visa,No,No,
2280,2280,2026-03-14,13:47:47,Jake T.,Main Dining,9,4,Dine-In,Pacific Prawn Pasta,Mains,Food,1,30.00,30.00,,0.00,30.00,,0.00,GST,1.50,PST,0.00,1.50,0.00,0.00,Visa,No,No,
2280,2280,2026-03-14,13:47:47,Jake T.,Main Dining,9,4,Dine-In,Negroni,Cocktails,Alcohol,1,17.00,17.00,,0.00,17.00,,0.00,GST,0.85,PST,1.70,2.55,0.00,0.00,Visa,No,No,
2280,2280,2026-03-14,13:47:47,Jake T.,Main Dining,9,4,Dine-In,Burrata & Heirloom Tomato,Appetizers,Food,1,19.00,19.00,,0.00,19.00,,0.00,GST,0.95,PST,0.00,0.95,0.00,0.00,Visa,No,No,
2280,2280,2026-03-14,13:47:47,Jake T.,Main Dining,9,4,Dine-In,Pan-Seared Halibut,Mains,Food,1,42.00,42.00,,0.00,42.00,,0.00,GST,2.10,PST,0.00,2.10,0.00,0.00,Visa,No,No,
2280,2280,2026-03-14,13:47:47,Jake T.,Main Dining,9,4,Dine-In,Cappuccino,Non-Alcoholic,Non-Alcoholic,1,6.50,6.50,,0.00,6.50,,0.00,GST,0.33,PST,0.00,0.33,69.18,0.00,Visa,No,No,
2281,2281,2026-03-14,12:38:14,Emma W.,Patio,27,2,Dine-In,Salmon Crudo,Appetizers,Food,1,20.00,20.00,Industry Night 15%,-3.00,17.00,,0.00,GST,0.85,PST,0.00,0.85,0.00,0.00,Mastercard,No,No,
2281,2281,2026-03-14,12:38:14,Emma W.,Patio,27,2,Dine-In,Herb-Crusted Chicken,Mains,Food,1,29.00,29.00,Industry Night 15%,-4.35,24.65,,0.00,GST,1.23,PST,0.00,1.23,0.00,0.00,Mastercard,No,No,
2281,2281,2026-03-14,12:38:14,Emma W.,Patio,27,2,Dine-In,Espresso,Non-Alcoholic,Non-Alcoholic,1,5.00,5.00,Industry Night 15%,-0.75,4.25,,0.00,GST,0.21,PST,0.00,0.21,0.00,0.00,Mastercard,No,No,
2281,2281,2026-03-14,12:38:14,Emma W.,Patio,27,2,Dine-In,Tuna Tartare,Appetizers,Food,1,22.00,22.00,Industry Night 15%,-3.30,18.70,,0.00,GST,0.94,PST,0.00,0.94,0.00,0.00,Mastercard,No,No,
2281,2281,2026-03-14,12:38:14,Emma W.,Patio,27,2,Dine-In,Pacific Prawn Pasta,Mains,Food,1,30.00,30.00,Industry Night 15%,-4.50,25.50,,0.00,GST,1.28,PST,0.00,1.28,0.00,0.00,Mastercard,No,No,
2281,2281,2026-03-14,12:38:14,Emma W.,Patio,27,2,Dine-In,Craft Lager (bottle),Beer,Alcohol,1,9.00,9.00,Industry Night 15%,-1.35,7.65,,0.00,GST,0.38,PST,0.77,1.15,22.01,0.00,Mastercard,No,No,
2282,2282,2026-03-14,13:07:50,Aisha R.,Main Dining,18,4,Dine-In,Mushroom Arancini,Appetizers,Food,1,16.00,16.00,,0.00,16.00,,0.00,GST,0.80,PST,0.00,0.80,0.00,0.00,Mastercard,No,No,
2282,2282,2026-03-14,13:07:50,Aisha R.,Main Dining,18,4,Dine-In,Rack of Lamb,Mains,Food,1,45.00,45.00,,0.00,45.00,,0.00,GST,2.25,PST,0.00,2.25,0.00,0.00,Mastercard,No,No,
2282,2282,2026-03-14,13:07:50,Aisha R.,Main Dining,18,4,Dine-In,Porcini Risotto,Mains,Food,1,26.00,26.00,,0.00,26.00,,0.00,GST,1.30,PST,0.00,1.30,0.00,0.00,Mastercard,No,No,
2282,2282,2026-03-14,13:07:50,Aisha R.,Main Dining,18,4,Dine-In,Coastal Spritz,Cocktails,Alcohol,1,16.00,16.00,,0.00,16.00,,0.00,GST,0.80,PST,1.60,2.40,0.00,0.00,Mastercard,No,No,
2282,2282,2026-03-14,13:07:50,Aisha R.,Main Dining,18,4,Dine-In,West Coast Oysters (6pc),Appetizers,Food,1,24.00,24.00,,0.00,24.00,,0.00,GST,1.20,PST,0.00,1.20,0.00,0.00,Mastercard,No,No,
2282,2282,2026-03-14,13:07:50,Aisha R.,Main Dining,18,4,Dine-In,Herb-Crusted Chicken,Mains,Food,1,29.00,29.00,,0.00,29.00,,0.00,GST,1.45,PST,0.00,1.45,0.00,0.00,Mastercard,No,No,
2282,2282,2026-03-14,13:07:50,Aisha R.,Main Dining,18,4,Dine-In,Fresh Juice,Non-Alcoholic,Non-Alcoholic,1,8.00,8.00,,0.00,8.00,,0.00,GST,0.40,PST,0.00,0.40,0.00,0.00,Mastercard,No,No,
2282,2282,2026-03-14,13:07:50,Aisha R.,Main Dining,18,4,Dine-In,Pan-Seared Halibut,Mains,Food,1,42.00,44.00,,0.00,44.00,Sub Caesar Salad (+$2.00),2.00,GST,2.20,PST,0.00,2.20,0.00,0.00,Mastercard,No,No,
2282,2282,2026-03-14,13:07:50,Aisha R.,Main Dining,18,4,Dine-In,Cappuccino,Non-Alcoholic,Non-Alcoholic,1,6.50,6.50,,0.00,6.50,,0.00,GST,0.33,PST,0.00,0.33,48.16,0.00,Mastercard,No,No,
2283,2283,2026-03-14,12:23:58,Sarah M.,Main Dining,2,2,Dine-In,Burrata & Heirloom Tomato,Appetizers,Food,1,19.00,19.00,,0.00,19.00,,0.00,GST,0.95,PST,0.00,0.95,0.00,0.00,Mastercard,No,No,
2283,2283,2026-03-14,12:23:58,Sarah M.,Main Dining,2,2,Dine-In,Seafood Linguine,Mains,Food,1,28.00,28.00,,0.00,28.00,,0.00,GST,1.40,PST,0.00,1.40,0.00,0.00,Mastercard,No,No,
2283,2283,2026-03-14,12:23:58,Sarah M.,Main Dining,2,2,Dine-In,Local IPA (draft),Beer,Alcohol,1,10.00,10.00,,0.00,10.00,,0.00,GST,0.50,PST,1.00,1.50,0.00,0.00,Mastercard,No,No,
2283,2283,2026-03-14,12:23:58,Sarah M.,Main Dining,2,2,Dine-In,Charred Octopus,Appetizers,Food,1,23.00,23.00,,0.00,23.00,,0.00,GST,1.15,PST,0.00,1.15,0.00,0.00,Mastercard,No,No,
2283,2283,2026-03-14,12:23:58,Sarah M.,Main Dining,2,2,Dine-In,Seafood Linguine,Mains,Food,1,28.00,28.00,,0.00,28.00,,0.00,GST,1.40,PST,0.00,1.40,24.81,0.00,Mastercard,No,No,
2284,2284,2026-03-14,13:27:59,David L.,Cash Register,,1,Takeout,Porcini Risotto,Mains,Food,1,26.00,28.00,,0.00,28.00,Add Egg (+$2.00),2.00,GST,1.40,PST,0.00,1.40,0.00,0.00,Visa,No,No,
2284,2284,2026-03-14,13:27:59,David L.,Cash Register,,1,Takeout,Kombucha,Non-Alcoholic,Non-Alcoholic,1,7.00,7.00,,0.00,7.00,,0.00,GST,0.35,PST,0.00,0.35,2.25,0.00,Visa,No,No,
2285,2285,2026-03-14,13:46:55,Jake T.,Patio,27,2,Dine-In,Braised Short Rib,Mains,Food,1,36.00,38.00,,0.00,38.00,Gluten-Free Pasta (+$2.00),2.00,GST,1.90,PST,0.00,1.90,0.00,0.00,Visa,No,No,
