Receipt_ID,Creation_Date,Created_By,Product_ID,Item_Name,Kitchen_Name,Status,Tax_Exclusive_Price,Tax_Inclusive_Price,Amount,Tax_Percentage,Tax_Amount,Total_Price,Total_Tax_Excl_Price,Category,Category_Type,Seat_Number,Course_Number,PLU,Extra
R001798.01,2026-03-20 18:11:00,Sarah M.,P-2009,Lamb Rack,LAMB-RCK,Sent,52.00,54.60,1,5.0,2.60,54.60,52.00,Mains,Food,1,2,2009,
R001799.01,2026-03-20 18:16:00,Mika T.,P-2006,Grilled Halibut,GRILL-HAL,Sent,46.00,48.30,1,5.0,2.30,48.30,46.00,Mains,Food,1,2,2006,
R001799.01,2026-03-20 18:16:00,Mika T.,P-1007,Tempura Spot Prawns,TEMP-PRW,Sent,23.00,24.15,1,5.0,1.15,24.15,23.00,Appetizers,Food,2,1,1007,
R001799.01,2026-03-20 18:11:00,Mika T.,P-2003,Wild Salmon Bowl,SALM-BWL,Sent,34.00,35.70,1,5.0,1.70,35.70,34.00,Mains,Food,3,2,2003,
R001799.01,2026-03-20 18:09:00,Mika T.,P-6001,Craft IPA (Brassneck),B-IPA,Sent,10.00,11.50,1,15.0,1.50,11.50,10.00,Beer,Beverage,4,1,6001,
R001799.01,2026-03-20 18:14:00,Mika T.,P-1002,Hamachi Crudo,HAM-CRUD,Sent,24.00,25.20,1,5.0,1.20,25.20,24.00,Appetizers,Food,5,1,1002,
R001799.01,2026-03-20 18:14:00,Mika T.,P-2010,Teriyaki Chicken,TERI-CHK,Sent,26.00,27.30,1,5.0,1.30,27.30,26.00,Mains,Food,6,2,2010,
R001799.01,2026-03-20 18:12:00,Mika T.,P-3004,Seasonal Fruit Tart,FRUIT-TRT,Sent,15.00,15.75,1,5.0,0.75,15.75,15.00,Desserts,Food,1,3,3004,
R001799.01,2026-03-20 18:06:00,Mika T.,P-4004,Pacific Mule,PAC-MULE,Sent,16.00,18.40,1,15.0,2.40,18.40,16.00,Cocktails,Beverage,2,1,4004,
R001799.01,2026-03-20 18:13:00,Mika T.,P-1001,Tuna Tartare,TUNA-TART,Sent,22.00,23.10,1,5.0,1.10,23.10,22.00,Appetizers,Food,3,1,1001,
R001799.01,2026-03-20 18:13:00,Mika T.,P-2003,Wild Salmon Bowl,SALM-BWL,Sent,38.00,39.90,1,5.0,1.90,39.90,38.00,Mains,Food,4,2,2003,
R001799.01,2026-03-20 18:11:00,Mika T.,P-1005,Miso Glazed Eggplant,MISO-EGG,Sent,16.00,16.80,1,5.0,0.80,16.80,16.00,Appetizers,Food,5,1,1005,
R001799.01,2026-03-20 18:13:00,Mika T.,P-2010,Teriyaki Chicken,TERI-CHK,Sent,26.00,27.30,1,5.0,1.30,27.30,26.00,Mains,Food,6,2,2010,
R001799.01,2026-03-20 18:07:00,Mika T.,P-7004,Matcha Latte,MTCH-LAT,Sent,7.00,7.35,1,5.0,0.35,7.35,7.00,Non-Alcoholic,Beverage,1,1,7004,
R001799.01,2026-03-20 18:13:00,Mika T.,P-1005,Miso Glazed Eggplant,MISO-EGG,Sent,16.00,16.80,1,5.0,0.80,16.80,16.00,Appetizers,Food,2,1,1005,
R001799.01,2026-03-20 18:10:00,Mika T.,P-2010,Teriyaki Chicken,TERI-CHK,Sent,31.00,32.55,1,5.0,1.55,32.55,31.00,Mains,Food,3,2,2010,
R001799.01,2026-03-20 18:12:00,Mika T.,P-5004,Glass — Cabernet Sauvignon,W-CABSV,Sent,20.00,23.00,1,15.0,3.00,23.00,20.00,Wine,Beverage,4,1,5004,
R001799.01,2026-03-20 18:15:00,Mika T.,P-4005,Negroni,NEGR,Sent,17.00,19.55,1,15.0,2.55,19.55,17.00,Cocktails,Beverage,5,1,4005,
R001799.01,2026-03-20 18:12:00,Mika T.,P-4005,Negroni,NEGR,Sent,17.00,19.55,1,15.0,2.55,19.55,17.00,Cocktails,Beverage,6,1,4005,
R001800.01,2026-03-20 20:06:00,Sarah M.,P-1005,Miso Glazed Eggplant,MISO-EGG,Sent,16.00,16.80,1,5.0,0.80,16.80,16.00,Appetizers,Food,1,1,1005,
R001800.01,2026-03-20 20:05:00,Sarah M.,P-2006,Grilled Halibut,GRILL-HAL,Sent,46.00,48.30,1,5.0,2.30,48.30,46.00,Mains,Food,2,2,2006,
R001800.01,2026-03-20 20:04:00,Sarah M.,P-3004,Seasonal Fruit Tart,FRUIT-TRT,Sent,15.00,15.75,1,5.0,0.75,15.75,15.00,Desserts,Food,1,3,3004,
R001800.01,2026-03-20 20:00:00,Sarah M.,P-7003,Espresso,ESPRES,Sent,5.00,5.25,1,5.0,0.25,5.25,5.00,Non-Alcoholic,Beverage,2,1,7003,
R001800.01,2026-03-20 20:07:00,Sarah M.,P-1007,Tempura Spot Prawns,TEMP-PRW,Sent,23.00,24.15,1,5.0,1.15,24.15,23.00,Appetizers,Food,1,1,1007,
R001800.01,2026-03-20 20:00:00,Sarah M.,P-2002,Wagyu Striploin 8oz,WAG-STRP,Sent,62.00,65.10,1,5.0,3.10,65.10,62.00,Mains,Food,2,2,2002,
R001800.01,2026-03-20 20:00:00,Sarah M.,P-3004,Seasonal Fruit Tart,FRUIT-TRT,Sent,15.00,15.75,1,5.0,0.75,15.75,15.00,Desserts,Food,1,3,3004,
R001801.01,2026-03-20 19:34:00,Sarah M.,P-2010,Teriyaki Chicken,TERI-CHK,Sent,26.00,27.30,1,5.0,1.30,27.30,26.00,Mains,Food,1,2,2010,
R001801.01,2026-03-20 19:41:00,Sarah M.,P-2004,Miso-Braised Short Rib,MISO-RIB,Sent,44.00,46.20,1,5.0,2.20,46.20,44.00,Mains,Food,2,2,2004,
R001801.01,2026-03-20 19:33:00,Sarah M.,P-3004,Seasonal Fruit Tart,FRUIT-TRT,Sent,15.00,15.75,1,5.0,0.75,15.75,15.00,Desserts,Food,1,3,3004,
R001802.01,2026-03-20 20:02:00,Mika T.,P-2007,Mushroom Risotto,MUSH-RIS,Sent,28.00,29.40,1,5.0,1.40,29.40,28.00,Mains,Food,1,2,2007,
R001802.01,2026-03-20 20:05:00,Mika T.,P-3001,Yuzu Cheesecake,YUZU-CK,Sent,16.00,16.80,1,5.0,0.80,16.80,16.00,Desserts,Food,1,3,3001,
R001802.01,2026-03-20 20:01:00,Mika T.,P-5005,Glass — Rosé,W-ROSE,Sent,15.00,17.25,1,15.0,2.25,17.25,15.00,Wine,Beverage,1,1,5005,
R001802.01,2026-03-20 19:58:00,Mika T.,P-5005,Glass — Rosé,W-ROSE,Sent,15.00,17.25,1,15.0,2.25,17.25,15.00,Wine,Beverage,1,1,5005,
R001803.01,2026-03-20 17:57:00,James L.,P-2007,Mushroom Risotto,MUSH-RIS,Sent,28.00,29.40,1,5.0,1.40,29.40,28.00,Mains,Food,1,2,2007,
R001803.01,2026-03-20 17:57:00,James L.,P-3004,Seasonal Fruit Tart,FRUIT-TRT,Sent,15.00,15.75,1,5.0,0.75,15.75,15.00,Desserts,Food,2,3,3004,
R001803.01,2026-03-20 17:57:00,James L.,P-4005,Negroni,NEGR,Sent,17.00,19.55,1,15.0,2.55,19.55,17.00,Cocktails,Beverage,1,1,4005,
R001803.01,2026-03-20 17:56:00,James L.,P-7004,Matcha Latte,MTCH-LAT,Sent,7.00,7.35,1,5.0,0.35,7.35,7.00,Non-Alcoholic,Beverage,2,1,7004,
R001803.01,2026-03-20 17:58:00,James L.,P-3004,Seasonal Fruit Tart,FRUIT-TRT,Sent,15.00,15.75,1,5.0,0.75,15.75,15.00,Desserts,Food,1,3,3004,
R001803.01,2026-03-20 17:56:00,James L.,P-5003,Glass — Pinot Noir (BC),W-PN-BC,Sent,19.00,21.85,1,15.0,2.85,21.85,19.00,Wine,Beverage,2,1,5003,
R001804.01,2026-03-20 19:19:00,James L.,P-1002,Hamachi Crudo,HAM-CRUD,Sent,24.00,25.20,1,5.0,1.20,25.20,24.00,Appetizers,Food,1,1,1002,
R001804.01,2026-03-20 19:16:00,James L.,P-4003,Sakura Spritz,SAK-SPR,Sent,16.00,18.40,1,15.0,2.40,18.40,16.00,Cocktails,Beverage,2,1,4003,
R001804.01,2026-03-20 19:25:00,James L.,P-6001,Craft IPA (Brassneck),B-IPA,Sent,10.00,11.50,1,15.0,1.50,11.50,10.00,Beer,Beverage,1,1,6001,
R001804.01,2026-03-20 19:24:00,James L.,P-1002,Hamachi Crudo,HAM-CRUD,Sent,24.00,25.20,1,5.0,1.20,25.20,24.00,Appetizers,Food,2,1,1002,
R001804.01,2026-03-20 19:21:00,James L.,P-2010,Teriyaki Chicken,TERI-CHK,Sent,26.00,27.30,1,5.0,1.30,27.30,26.00,Mains,Food,1,2,2010,
R001804.01,2026-03-20 19:26:00,James L.,P-3004,Seasonal Fruit Tart,FRUIT-TRT,Sent,13.50,14.18,1,5.0,0.68,14.18,13.50,Desserts,Food,2,3,3004,
R001804.01,2026-03-20 19:21:00,James L.,P-6002,Japanese Lager (Asahi),B-ASAHI,Sent,9.00,10.35,1,15.0,1.35,10.35,9.00,Beer,Beverage,1,1,6002,
R001805.01,2026-03-20 20:02:00,Sarah M.,P-1004,Dungeness Crab Cake,CRAB-CK,Sent,21.00,22.05,1,5.0,1.05,22.05,21.00,Appetizers,Food,1,1,1004,
R001805.01,2026-03-20 20:06:00,Sarah M.,P-2006,Grilled Halibut,GRILL-HAL,Sent,46.00,48.30,1,5.0,2.30,48.30,46.00,Mains,Food,2,2,2006,
R001805.01,2026-03-20 20:02:00,Sarah M.,P-3002,Chocolate Lava Cake,CHOC-LV,Sent,17.00,17.85,1,5.0,0.85,17.85,17.00,Desserts,Food,3,3,3002,
R001805.01,2026-03-20 20:04:00,Sarah M.,P-5005,Glass — Rosé,W-ROSE,Sent,15.00,17.25,1,15.0,2.25,17.25,15.00,Wine,Beverage,4,1,5005,
R001805.01,2026-03-20 20:12:00,Sarah M.,P-2003,Wild Salmon Bowl,SALM-BWL,Sent,34.00,35.70,1,5.0,1.70,35.70,34.00,Mains,Food,1,2,2003,
R001805.01,2026-03-20 20:10:00,Sarah M.,P-3004,Seasonal Fruit Tart,FRUIT-TRT,Sent,15.00,15.75,1,5.0,0.75,15.75,15.00,Desserts,Food,2,3,3004,
R001805.01,2026-03-20 20:04:00,Sarah M.,P-5005,Glass — Rosé,W-ROSE,Sent,15.00,17.25,1,15.0,2.25,17.25,15.00,Wine,Beverage,3,1,5005,
R001805.01,2026-03-20 20:10:00,Sarah M.,P-4005,Negroni,NEGR,Sent,17.00,19.55,1,15.0,2.55,19.55,17.00,Cocktails,Beverage,4,1,4005,
R001805.01,2026-03-20 20:07:00,Sarah M.,P-1001,Tuna Tartare,TUNA-TART,Sent,22.00,23.10,1,5.0,1.10,23.10,22.00,Appetizers,Food,1,1,1001,
R001805.01,2026-03-20 20:07:00,Sarah M.,P-2002,Wagyu Striploin 8oz,WAG-STRP,Sent,62.00,65.10,1,5.0,3.10,65.10,62.00,Mains,Food,2,2,2002,
R001805.01,2026-03-20 20:11:00,Sarah M.,P-3003,Matcha Panna Cotta,MTCH-PAN,Sent,14.00,14.70,1,5.0,0.70,14.70,14.00,Desserts,Food,3,3,3003,
R001805.01,2026-03-20 20:06:00,Sarah M.,P-4004,Pacific Mule,PAC-MULE,Sent,16.00,18.40,1,15.0,2.40,18.40,16.00,Cocktails,Beverage,4,1,4004,
R001805.01,2026-03-20 20:11:00,Sarah M.,P-4005,Negroni,NEGR,Sent,17.00,19.55,1,15.0,2.55,19.55,17.00,Cocktails,Beverage,1,1,4005,
R001806.01,2026-03-20 19:34:00,Mika T.,P-1006,Burrata & Heirloom Tomato,BURR-TOM,Sent,19.00,19.95,1,5.0,0.95,19.95,19.00,Appetizers,Food,1,1,1006,
R001806.01,2026-03-20 19:35:00,Mika T.,P-2005,Duck Breast & Soba,DUCK-SOB,Sent,39.00,40.95,1,5.0,1.95,40.95,39.00,Mains,Food,2,2,2005,
R001806.01,2026-03-20 19:28:00,Mika T.,P-6002,Japanese Lager (Asahi),B-ASAHI,Sent,9.00,10.35,1,15.0,1.35,10.35,9.00,Beer,Beverage,3,1,6002,
R001806.01,2026-03-20 19:28:00,Mika T.,P-7001,Sparkling Water,SPARK-W,Sent,5.00,5.25,1,5.0,0.25,5.25,5.00,Non-Alcoholic,Beverage,4,1,7001,
R001806.01,2026-03-20 19:37:00,Mika T.,P-6003,Local Pilsner (33 Acres),B-33A,Sent,9.00,10.35,1,15.0,1.35,10.35,9.00,Beer,Beverage,1,1,6003,
R001806.01,2026-03-20 19:31:00,Mika T.,P-2003,Wild Salmon Bowl,SALM-BWL,Sent,40.00,42.00,1,5.0,2.00,42.00,40.00,Mains,Food,2,2,2003,
R001806.01,2026-03-20 19:28:00,Mika T.,P-3002,Chocolate Lava Cake,CHOC-LV,Sent,17.00,17.85,1,5.0,0.85,17.85,17.00,Desserts,Food,3,3,3002,
R001806.01,2026-03-20 19:32:00,Mika T.,P-7004,Matcha Latte,MTCH-LAT,Sent,7.00,7.35,1,5.0,0.35,7.35,7.00,Non-Alcoholic,Beverage,4,1,7004,
R001806.01,2026-03-20 19:37:00,Mika T.,P-2008,Seafood Linguine,SEA-LING,Sent,42.00,44.10,1,5.0,2.10,44.10,42.00,Mains,Food,1,2,2008,
R001806.01,2026-03-20 19:35:00,Mika T.,P-6003,Local Pilsner (33 Acres),B-33A,Sent,9.00,10.35,1,15.0,1.35,10.35,9.00,Beer,Beverage,2,1,6003,
R001806.01,2026-03-20 19:35:00,Mika T.,P-3003,Matcha Panna Cotta,MTCH-PAN,Sent,14.00,14.70,1,5.0,0.70,14.70,14.00,Desserts,Food,3,3,3003,
R001806.01,2026-03-20 19:29:00,Mika T.,P-7001,Sparkling Water,SPARK-W,Sent,5.00,5.25,1,5.0,0.25,5.25,5.00,Non-Alcoholic,Beverage,4,1,7001,
R001806.01,2026-03-20 19:32:00,Mika T.,P-4001,Ember Old Fashioned,EMB-OF,Sent,18.00,20.70,1,15.0,2.70,20.70,18.00,Cocktails,Beverage,1,1,4001,
R001807.01,2026-03-20 20:24:00,Olivia C.,P-1001,Tuna Tartare,TUNA-TART,Sent,22.00,23.10,1,5.0,1.10,23.10,22.00,Appetizers,Food,1,1,1001,
R001807.01,2026-03-20 20:26:00,Olivia C.,P-2001,Pan-Seared Sablefish,SABL-PAN,Sent,42.00,44.10,1,5.0,2.10,44.10,42.00,Mains,Food,1,2,2001,
R001807.01,2026-03-20 20:29:00,Olivia C.,P-3004,Seasonal Fruit Tart,FRUIT-TRT,Sent,15.00,15.75,1,5.0,0.75,15.75,15.00,Desserts,Food,1,3,3004,
R001808.01,2026-03-20 18:44:00,Olivia C.,P-1002,Hamachi Crudo,HAM-CRUD,Sent,24.00,25.20,1,5.0,1.20,25.20,24.00,Appetizers,Food,1,1,1002,
R001808.01,2026-03-20 18:51:00,Olivia C.,P-2004,Miso-Braised Short Rib,MISO-RIB,Sent,44.00,46.20,1,5.0,2.20,46.20,44.00,Mains,Food,1,2,2004,
R001808.01,2026-03-20 18:43:00,Olivia C.,P-5005,Glass — Rosé,W-ROSE,Sent,15.00,17.25,1,15.0,2.25,17.25,15.00,Wine,Beverage,1,1,5005,
R001809.01,2026-03-20 19:29:00,Priya S.,P-1005,Miso Glazed Eggplant,MISO-EGG,Sent,16.00,16.80,1,5.0,0.80,16.80,16.00,Appetizers,Food,1,1,1005,
R001809.01,2026-03-20 19:21:00,Priya S.,P-2006,Grilled Halibut,GRILL-HAL,Sent,46.00,48.30,1,5.0,2.30,48.30,46.00,Mains,Food,2,2,2006,
R001809.01,2026-03-20 19:24:00,Priya S.,P-1002,Hamachi Crudo,HAM-CRUD,Sent,24.00,25.20,1,5.0,1.20,25.20,24.00,Appetizers,Food,3,1,1002,
R001809.01,2026-03-20 19:20:00,Priya S.,P-2001,Pan-Seared Sablefish,SABL-PAN,Sent,42.00,44.10,1,5.0,2.10,44.10,42.00,Mains,Food,4,2,2001,
R001809.01,2026-03-20 19:20:00,Priya S.,P-5002,Glass — Chardonnay (Okanagan),W-CHARD,Sent,18.00,20.70,1,15.0,2.70,20.70,18.00,Wine,Beverage,1,1,5002,
R001809.01,2026-03-20 19:29:00,Priya S.,P-2007,Mushroom Risotto,MUSH-RIS,Sent,28.00,29.40,1,5.0,1.40,29.40,28.00,Mains,Food,2,2,2007,
R001809.01,2026-03-20 19:22:00,Priya S.,P-7003,Espresso,ESPRES,Sent,4.50,4.73,1,5.0,0.23,4.73,4.50,Non-Alcoholic,Beverage,3,1,7003,
R001809.01,2026-03-20 19:23:00,Priya S.,P-2003,Wild Salmon Bowl,SALM-BWL,Sent,34.00,35.70,1,5.0,1.70,35.70,34.00,Mains,Food,4,2,2003,
R001810.01,2026-03-20 17:40:00,Dylan R.,P-2001,Pan-Seared Sablefish,SABL-PAN,Sent,48.00,50.40,1,5.0,2.40,50.40,48.00,Mains,Food,1,2,2001,
R001810.01,2026-03-20 17:37:00,Dylan R.,P-3001,Yuzu Cheesecake,YUZU-CK,Sent,16.00,16.80,1,5.0,0.80,16.80,16.00,Desserts,Food,2,3,3001,
R001810.01,2026-03-20 17:41:00,Dylan R.,P-1002,Hamachi Crudo,HAM-CRUD,Sent,24.00,25.20,1,5.0,1.20,25.20,24.00,Appetizers,Food,3,1,1002,
R001810.01,2026-03-20 17:34:00,Dylan R.,P-2006,Grilled Halibut,GRILL-HAL,Sent,46.00,48.30,1,5.0,2.30,48.30,46.00,Mains,Food,4,2,2006,
R001810.01,2026-03-20 17:31:00,Dylan R.,P-3001,Yuzu Cheesecake,YUZU-CK,Sent,16.00,16.80,1,5.0,0.80,16.80,16.00,Desserts,Food,1,3,3001,
R001810.01,2026-03-20 17:41:00,Dylan R.,P-4004,Pacific Mule,PAC-MULE,Sent,16.00,18.40,1,15.0,2.40,18.40,16.00,Cocktails,Beverage,2,1,4004,
R001810.01,2026-03-20 17:41:00,Dylan R.,P-6001,Craft IPA (Brassneck),B-IPA,Sent,10.00,11.50,1,15.0,1.50,11.50,10.00,Beer,Beverage,3,1,6001,
R001810.01,2026-03-20 17:38:00,Dylan R.,P-1007,Tempura Spot Prawns,TEMP-PRW,Sent,23.00,24.15,1,5.0,1.15,24.15,23.00,Appetizers,Food,4,1,1007,
R001810.01,2026-03-20 17:32:00,Dylan R.,P-2007,Mushroom Risotto,MUSH-RIS,Sent,30.00,31.50,1,5.0,1.50,31.50,30.00,Mains,Food,1,2,2007,
R001810.01,2026-03-20 17:31:00,Dylan R.,P-1004,Dungeness Crab Cake,CRAB-CK,Sent,21.00,22.05,1,5.0,1.05,22.05,21.00,Appetizers,Food,2,1,1004,
R001810.01,2026-03-20 17:37:00,Dylan R.,P-2005,Duck Breast & Soba,DUCK-SOB,Sent,39.00,40.95,1,5.0,1.95,40.95,39.00,Mains,Food,3,2,2005,
R001810.01,2026-03-20 17:41:00,Dylan R.,P-4003,Sakura Spritz,SAK-SPR,Sent,16.00,18.40,1,15.0,2.40,18.40,16.00,Cocktails,Beverage,4,1,4003,
R001810.01,2026-03-20 17:36:00,Dylan R.,P-7002,Fresh Juice (Seasonal),JUICE,Sent,8.00,8.40,1,5.0,0.40,8.40,8.00,Non-Alcoholic,Beverage,1,1,7002,
R001811.01,2026-03-20 18:51:00,Dylan R.,P-2003,Wild Salmon Bowl,SALM-BWL,Sent,34.00,35.70,1,5.0,1.70,35.70,34.00,Mains,Food,1,2,2003,
R001811.01,2026-03-20 18:51:00,Dylan R.,P-4001,Ember Old Fashioned,EMB-OF,Sent,18.00,20.70,1,15.0,2.70,20.70,18.00,Cocktails,Beverage,2,1,4001,
R001811.01,2026-03-20 18:53:00,Dylan R.,P-2001,Pan-Seared Sablefish,SABL-PAN,Sent,42.00,44.10,1,5.0,2.10,44.10,42.00,Mains,Food,1,2,2001,
R001811.01,2026-03-20 18:55:00,Dylan R.,P-7004,Matcha Latte,MTCH-LAT,Sent,7.00,7.35,1,5.0,0.35,7.35,7.00,Non-Alcoholic,Beverage,2,1,7004,
R001811.01,2026-03-20 18:54:00,Dylan R.,P-5001,Glass — Pinot Gris (BC),W-PG-BC,Sent,16.00,18.40,1,15.0,2.40,18.40,16.00,Wine,Beverage,1,1,5001,
R001811.01,2026-03-20 18:51:00,Dylan R.,P-7001,Sparkling Water,SPARK-W,Sent,5.00,5.25,1,5.0,0.25,5.25,5.00,Non-Alcoholic,Beverage,2,1,7001,
R001812.01,2026-03-20 20:07:00,Priya S.,P-2005,Duck Breast & Soba,DUCK-SOB,Sent,44.00,46.20,1,5.0,2.20,46.20,44.00,Mains,Food,1,2,2005,
R001812.01,2026-03-20 20:08:00,Priya S.,P-7004,Matcha Latte,MTCH-LAT,Sent,8.00,8.40,1,5.0,0.40,8.40,8.00,Non-Alcoholic,Beverage,2,1,7004,
R001812.01,2026-03-20 20:08:00,Priya S.,P-1006,Burrata & Heirloom Tomato,BURR-TOM,Sent,19.00,19.95,1,5.0,0.95,19.95,19.00,Appetizers,Food,1,1,1006,
R001812.01,2026-03-20 20:03:00,Priya S.,P-2010,Teriyaki Chicken,TERI-CHK,Sent,31.00,32.55,1,5.0,1.55,32.55,31.00,Mains,Food,2,2,2010,
R001813.01,2026-03-20 18:42:00,Olivia C.,P-1004,Dungeness Crab Cake,CRAB-CK,Sent,21.00,22.05,1,5.0,1.05,22.05,21.00,Appetizers,Food,1,1,1004,
R001813.01,2026-03-20 18:42:00,Olivia C.,P-2001,Pan-Seared Sablefish,SABL-PAN,Sent,47.00,49.35,1,5.0,2.35,49.35,47.00,Mains,Food,2,2,2001,
R001813.01,2026-03-20 18:40:00,Olivia C.,P-1006,Burrata & Heirloom Tomato,BURR-TOM,Sent,19.00,19.95,1,5.0,0.95,19.95,19.00,Appetizers,Food,3,1,1006,
R001813.01,2026-03-20 18:45:00,Olivia C.,P-2006,Grilled Halibut,GRILL-HAL,Sent,46.00,48.30,1,5.0,2.30,48.30,46.00,Mains,Food,4,2,2006,
R001813.01,2026-03-20 18:41:00,Olivia C.,P-5003,Glass — Pinot Noir (BC),W-PN-BC,Sent,19.00,21.85,1,15.0,2.85,21.85,19.00,Wine,Beverage,1,1,5003,
R001813.01,2026-03-20 18:43:00,Olivia C.,P-4002,Yuzu Gimlet,YUZU-GIM,Sent,17.00,19.55,1,15.0,2.55,19.55,17.00,Cocktails,Beverage,2,1,4002,
R001813.01,2026-03-20 18:46:00,Olivia C.,P-1006,Burrata & Heirloom Tomato,BURR-TOM,Sent,19.00,19.95,1,5.0,0.95,19.95,19.00,Appetizers,Food,3,1,1006,
R001813.01,2026-03-20 18:41:00,Olivia C.,P-2007,Mushroom Risotto,MUSH-RIS,Sent,28.00,29.40,1,5.0,1.40,29.40,28.00,Mains,Food,4,2,2007,
R001813.01,2026-03-20 18:41:00,Olivia C.,P-5005,Glass — Rosé,W-ROSE,Sent,15.00,17.25,1,15.0,2.25,17.25,15.00,Wine,Beverage,1,1,5005,
R001813.01,2026-03-20 18:41:00,Olivia C.,P-4005,Negroni,NEGR,Sent,17.00,19.55,1,15.0,2.55,19.55,17.00,Cocktails,Beverage,2,1,4005,
R001813.01,2026-03-20 18:47:00,Olivia C.,P-1002,Hamachi Crudo,HAM-CRUD,Sent,24.00,25.20,1,5.0,1.20,25.20,24.00,Appetizers,Food,3,1,1002,
R001813.01,2026-03-20 18:39:00,Olivia C.,P-2009,Lamb Rack,LAMB-RCK,Sent,52.00,54.60,1,5.0,2.60,54.60,52.00,Mains,Food,4,2,2009,
R001813.01,2026-03-20 18:48:00,Olivia C.,P-3004,Seasonal Fruit Tart,FRUIT-TRT,Sent,15.00,15.75,1,5.0,0.75,15.75,15.00,Desserts,Food,1,3,3004,
R001814.01,2026-03-20 20:21:00,Dylan R.,P-1004,Dungeness Crab Cake,CRAB-CK,Sent,21.00,22.05,1,5.0,1.05,22.05,21.00,Appetizers,Food,1,1,1004,
R001814.01,2026-03-20 20:21:00,Dylan R.,P-2003,Wild Salmon Bowl,SALM-BWL,Sent,34.00,35.70,1,5.0,1.70,35.70,34.00,Mains,Food,2,2,2003,
R001814.01,2026-03-20 20:24:00,Dylan R.,P-1007,Tempura Spot Prawns,TEMP-PRW,Sent,23.00,24.15,1,5.0,1.15,24.15,23.00,Appetizers,Food,1,1,1007,
R001814.01,2026-03-20 20:22:00,Dylan R.,P-2010,Teriyaki Chicken,TERI-CHK,Sent,26.00,27.30,1,5.0,1.30,27.30,26.00,Mains,Food,2,2,2010,
R001814.01,2026-03-20 20:21:00,Dylan R.,P-3002,Chocolate Lava Cake,CHOC-LV,Sent,17.00,17.85,1,5.0,0.85,17.85,17.00,Desserts,Food,1,3,3002,
R001814.01,2026-03-20 20:30:00,Dylan R.,P-7002,Fresh Juice (Seasonal),JUICE,Sent,8.00,8.40,1,5.0,0.40,8.40,8.00,Non-Alcoholic,Beverage,2,1,7002,
R001815.01,2026-03-20 20:48:00,Sarah M.,P-1001,Tuna Tartare,TUNA-TART,Sent,22.00,23.10,1,5.0,1.10,23.10,22.00,Appetizers,Food,1,1,1001,
R001815.01,2026-03-20 20:45:00,Sarah M.,P-2010,Teriyaki Chicken,TERI-CHK,Sent,26.00,27.30,1,5.0,1.30,27.30,26.00,Mains,Food,2,2,2010,
R001815.01,2026-03-20 20:46:00,Sarah M.,P-5004,Glass — Cabernet Sauvignon,W-CABSV,Sent,20.00,23.00,1,15.0,3.00,23.00,20.00,Wine,Beverage,3,1,5004,
R001815.01,2026-03-20 20:49:00,Sarah M.,P-2007,Mushroom Risotto,MUSH-RIS,Sent,30.00,31.50,1,5.0,1.50,31.50,30.00,Mains,Food,4,2,2007,
R001815.01,2026-03-20 20:52:00,Sarah M.,P-3001,Yuzu Cheesecake,YUZU-CK,Sent,16.00,16.80,1,5.0,0.80,16.80,16.00,Desserts,Food,1,3,3001,
R001815.01,2026-03-20 20:48:00,Sarah M.,P-6001,Craft IPA (Brassneck),B-IPA,Sent,10.00,11.50,1,15.0,1.50,11.50,10.00,Beer,Beverage,2,1,6001,
R001815.01,2026-03-20 20:54:00,Sarah M.,P-7001,Sparkling Water,SPARK-W,Sent,5.00,5.25,1,5.0,0.25,5.25,5.00,Non-Alcoholic,Beverage,3,1,7001,
R001815.01,2026-03-20 20:52:00,Sarah M.,P-1001,Tuna Tartare,TUNA-TART,Sent,22.00,23.10,1,5.0,1.10,23.10,22.00,Appetizers,Food,4,1,1001,
R001815.01,2026-03-20 20:46:00,Sarah M.,P-2004,Miso-Braised Short Rib,MISO-RIB,Sent,44.00,46.20,1,5.0,2.20,46.20,44.00,Mains,Food,1,2,2004,
R001815.01,2026-03-20 20:53:00,Sarah M.,P-7001,Sparkling Water,SPARK-W,Sent,5.00,5.25,1,5.0,0.25,5.25,5.00,Non-Alcoholic,Beverage,2,1,7001,
R001815.01,2026-03-20 20:45:00,Sarah M.,P-1004,Dungeness Crab Cake,CRAB-CK,Sent,21.00,22.05,1,5.0,1.05,22.05,21.00,Appetizers,Food,3,1,1004,
R001815.01,2026-03-20 20:45:00,Sarah M.,P-2005,Duck Breast & Soba,DUCK-SOB,Sent,39.00,40.95,1,5.0,1.95,40.95,39.00,Mains,Food,4,2,2005,
R001815.01,2026-03-20 20:53:00,Sarah M.,P-5005,Glass — Rosé,W-ROSE,Sent,15.00,17.25,1,15.0,2.25,17.25,15.00,Wine,Beverage,1,1,5005,
R001815.01,2026-03-20 20:53:00,Sarah M.,P-4003,Sakura Spritz,SAK-SPR,Sent,16.00,18.40,1,15.0,2.40,18.40,16.00,Cocktails,Beverage,2,1,4003,
R001816.01,2026-03-20 20:05:00,Olivia C.,P-2007,Mushroom Risotto,MUSH-RIS,Sent,28.00,29.40,1,5.0,1.40,29.40,28.00,Mains,Food,1,2,2007,
