Platform,Order_ID,Order_Date,Order_Status,Dining_Mode,Gross_Sales,Tax,GST,PST,Tip,Commission_Amount,Commission_Rate,Marketing_Fee,Promo_Cost_Restaurant,Promo_Cost_Platform,Service_Fee,Adjustments,Net_Payout,Payout_Date,Item_Count,Customer_Type,Prep_Time_Minutes,Delivery_Time_Minutes,Customer_Rating,POS_Transaction_ID
Uber Eats,UE-00000143,2026-03-14 16:28:00,Completed,Delivery,183.00,21.96,9.15,12.81,3.00,-54.90,0.30,-0.00,-3.00,1.00,-0.59,0.00,147.47,2026-03-20,5,Returning,18.9,42.0,4.5,
DoorDash,DD-00000094,2026-03-14 17:43:00,Completed,Delivery,60.00,7.20,3.00,4.20,0.00,-15.00,0.25,-0.00,-0.00,1.00,-1.18,0.00,52.02,2026-03-18,2,New,14.8,45.2,,
Uber Eats,UE-00000144,2026-03-14 12:42:00,Completed,Delivery,59.00,7.08,2.95,4.13,8.00,-17.70,0.30,-0.00,-3.00,0.00,-0.84,0.00,44.54,2026-03-20,3,New,34.3,28.5,4.5,
DoorDash,DD-00000095,2026-03-14 12:35:00,Completed,Delivery,93.00,11.16,4.65,6.51,0.00,-23.25,0.25,-0.00,-0.00,0.00,-1.28,0.00,79.63,2026-03-21,5,Returning,14.5,28.1,,
DoorDash,DD-00000096,2026-03-14 19:57:00,Completed,Delivery,140.00,16.80,7.00,9.80,4.00,-35.00,0.25,-0.00,-0.00,1.00,-1.18,0.00,121.62,2026-03-19,5,New,24.4,33.5,5.0,
Uber Eats,UE-00000145,2026-03-14 14:40:00,Completed,Delivery,163.00,19.56,8.15,11.41,4.00,-48.90,0.30,-0.00,-0.00,0.00,-0.56,0.00,133.10,2026-03-20,4,Returning,28.1,21.2,4.5,
Uber Eats,UE-00000146,2026-03-14 14:27:00,Completed,Delivery,104.00,12.48,5.20,7.28,8.00,-31.20,0.30,-0.00,-5.00,0.00,-1.37,0.00,78.91,2026-03-17,4,New,24.1,40.4,4.5,
Uber Eats,UE-00000147,2026-03-14 14:40:00,Completed,Delivery,76.00,9.12,3.80,5.32,3.00,-22.80,0.30,-0.00,-0.00,0.00,-0.70,0.00,61.62,2026-03-18,2,New,20.1,46.6,5.0,
Uber Eats,UE-00000148,2026-03-15 20:28:00,Completed,Delivery,57.00,6.84,2.85,3.99,5.00,-17.10,0.30,-2.00,-0.00,2.00,-1.43,0.00,45.31,2026-03-20,2,Returning,14.4,40.7,4.5,
Uber Eats,UE-00000149,2026-03-15 11:31:00,Completed,Delivery,41.00,4.92,2.05,2.87,4.00,-12.30,0.30,-3.00,-5.00,0.00,-0.97,0.00,24.65,2026-03-18,2,Returning,27.9,43.1,,
Uber Eats,UE-00000150,2026-03-15 16:19:00,Completed,Delivery,23.00,2.76,1.15,1.61,4.00,-6.90,0.30,-0.00,-2.00,0.00,-1.41,0.00,15.45,2026-03-18,2,Returning,33.3,32.1,,
DoorDash,DD-00000097,2026-03-15 15:25:00,Completed,Delivery,75.00,9.00,3.75,5.25,3.00,-18.75,0.25,-0.00,-3.00,0.00,-1.16,0.00,61.09,2026-03-18,3,Returning,21.4,22.8,4.5,
Uber Eats,UE-00000151,2026-03-15 20:56:00,Completed,Delivery,64.00,7.68,3.20,4.48,4.00,-19.20,0.30,-0.00,-0.00,0.00,-0.54,0.00,51.94,2026-03-21,3,New,33.0,44.9,,
Uber Eats,UE-00000152,2026-03-15 14:32:00,Completed,Delivery,53.00,6.36,2.65,3.71,2.00,-15.90,0.30,-2.00,-0.00,0.00,-1.42,0.00,40.04,2026-03-22,3,Returning,25.6,31.1,5.0,
Uber Eats,UE-00000153,2026-03-15 19:20:00,Completed,Delivery,75.00,9.00,3.75,5.25,4.00,-22.50,0.30,-0.00,-2.00,2.00,-0.80,0.00,60.70,2026-03-19,4,New,21.2,26.8,3.5,
DoorDash,DD-00000098,2026-03-15 15:45:00,Completed,Delivery,58.00,6.96,2.90,4.06,8.00,-14.50,0.25,-2.00,-5.00,0.00,-1.46,0.00,42.00,2026-03-22,3,Returning,33.6,37.7,4.5,
Uber Eats,UE-00000154,2026-03-15 20:21:00,Canceled,Delivery,51.00,6.12,2.55,3.57,0.00,-15.30,0.30,-2.00,-3.00,0.00,-1.07,0.00,0.00,2026-03-20,2,New,24.2,33.2,,
Uber Eats,UE-00000155,2026-03-15 13:29:00,Completed,Delivery,85.00,10.20,4.25,5.95,2.00,-25.50,0.30,-0.00,-3.00,0.00,-1.35,0.00,65.35,2026-03-22,4,New,14.0,36.9,4.5,
Uber Eats,UE-00000156,2026-03-15 13:13:00,Completed,Delivery,91.00,10.92,4.55,6.37,0.00,-27.30,0.30,-0.00,-3.00,2.00,-1.27,0.00,72.35,2026-03-20,3,Returning,29.3,30.0,,
Uber Eats,UE-00000157,2026-03-15 15:34:00,Completed,Delivery,47.00,5.64,2.35,3.29,3.00,-14.10,0.30,-0.00,-0.00,2.00,-1.41,0.00,39.13,2026-03-22,2,Returning,14.6,37.6,,
Uber Eats,UE-00000158,2026-03-15 20:37:00,Completed,Delivery,54.00,6.48,2.70,3.78,0.00,-16.20,0.30,-1.50,-0.00,2.00,-0.97,0.00,43.81,2026-03-21,3,Returning,24.0,47.2,,
Uber Eats,UE-00000159,2026-03-15 17:50:00,Completed,Delivery,93.00,11.16,4.65,6.51,0.00,-27.90,0.30,-0.00,-0.00,1.00,-0.90,0.00,76.36,2026-03-22,4,New,22.7,27.6,4.0,
Uber Eats,UE-00000160,2026-03-15 15:27:00,Completed,Delivery,123.00,14.76,6.15,8.61,2.00,-36.90,0.30,-2.00,-5.00,1.00,-1.12,0.00,93.74,2026-03-20,4,Returning,19.0,35.8,4.5,
Uber Eats,UE-00000161,2026-03-15 16:44:00,Completed,Delivery,78.00,9.36,3.90,5.46,4.00,-23.40,0.30,-3.00,-2.00,0.00,-0.54,0.00,58.42,2026-03-18,4,Returning,33.6,34.2,4.5,
Uber Eats,UE-00000162,2026-03-15 17:04:00,Completed,Delivery,88.00,10.56,4.40,6.16,5.00,-26.40,0.30,-3.00,-3.00,1.00,-1.07,0.00,66.09,2026-03-18,4,Returning,14.3,20.5,4.0,
Uber Eats,UE-00000163,2026-03-15 18:42:00,Completed,Delivery,59.00,7.08,2.95,4.13,4.00,-17.70,0.30,-1.50,-5.00,2.00,-1.45,0.00,42.43,2026-03-18,2,New,17.7,29.2,5.0,
Uber Eats,UE-00000164,2026-03-16 19:14:00,Completed,Delivery,53.00,6.36,2.65,3.71,5.00,-15.90,0.30,-0.00,-0.00,2.00,-1.41,0.00,44.05,2026-03-21,3,Returning,22.1,39.0,3.5,
Uber Eats,UE-00000165,2026-03-16 20:51:00,Completed,Delivery,84.00,10.08,4.20,5.88,3.00,-25.20,0.30,-0.00,-0.00,2.00,-0.76,0.00,70.12,2026-03-22,4,Returning,22.2,23.5,4.0,
Uber Eats,UE-00000166,2026-03-16 15:16:00,Completed,Delivery,94.00,11.28,4.70,6.58,3.00,-28.20,0.30,-0.00,-0.00,0.00,-1.28,0.00,75.80,2026-03-21,4,Returning,20.3,32.9,,
Uber Eats,UE-00000167,2026-03-16 14:02:00,Completed,Delivery,125.00,15.00,6.25,8.75,3.00,-37.50,0.30,-0.00,-5.00,1.00,-1.42,0.00,97.08,2026-03-23,5,New,25.2,28.9,5.0,
DoorDash,DD-00000099,2026-03-16 14:02:00,Completed,Delivery,74.00,8.88,3.70,5.18,0.00,-18.50,0.25,-0.00,-0.00,0.00,-0.68,0.00,63.70,2026-03-23,2,New,15.7,29.6,5.0,
DoorDash,DD-00000100,2026-03-16 17:43:00,Completed,Delivery,68.00,8.16,3.40,4.76,3.00,-17.00,0.25,-1.50,-2.00,0.00,-0.99,0.00,54.67,2026-03-22,2,Returning,14.8,39.4,4.5,
Uber Eats,UE-00000168,2026-03-16 12:42:00,Completed,Delivery,83.00,9.96,4.15,5.81,0.00,-24.90,0.30,-0.00,-3.00,0.00,-0.87,0.00,64.19,2026-03-19,4,New,23.8,25.7,4.0,
Uber Eats,UE-00000169,2026-03-16 19:39:00,Completed,Delivery,58.00,6.96,2.90,4.06,3.00,-17.40,0.30,-0.00,-5.00,1.00,-1.18,0.00,42.38,2026-03-19,5,Returning,22.5,33.6,4.5,
DoorDash,DD-00000101,2026-03-16 19:35:00,Completed,Delivery,14.00,1.68,0.70,0.98,4.00,-3.50,0.25,-0.00,-0.00,0.00,-1.09,0.00,11.09,2026-03-23,2,Returning,12.1,41.8,,
DoorDash,DD-00000102,2026-03-17 14:01:00,Completed,Delivery,82.00,9.84,4.10,5.74,0.00,-20.50,0.25,-1.50,-0.00,0.00,-1.23,0.00,68.61,2026-03-22,3,Returning,34.4,20.8,4.5,
Uber Eats,UE-00000170,2026-03-17 17:30:00,Completed,Delivery,119.00,14.28,5.95,8.33,2.00,-35.70,0.30,-1.50,-5.00,0.00,-1.09,0.00,89.99,2026-03-23,4,Returning,14.2,27.3,,
Uber Eats,UE-00000171,2026-03-17 20:44:00,Completed,Delivery,73.00,8.76,3.65,5.11,5.00,-21.90,0.30,-3.00,-0.00,0.00,-1.28,0.00,55.58,2026-03-22,3,New,26.5,25.7,4.0,
Uber Eats,UE-00000172,2026-03-17 13:07:00,Completed,Delivery,99.00,11.88,4.95,6.93,3.00,-29.70,0.30,-0.00,-5.00,0.00,-0.89,0.00,75.29,2026-03-21,4,New,22.1,29.9,,
Uber Eats,UE-00000173,2026-03-17 15:50:00,Canceled,Delivery,155.00,18.60,7.75,10.85,4.00,-46.50,0.30,-3.00,-0.00,0.00,-0.51,0.00,0.00,2026-03-24,5,New,30.5,28.3,,
DoorDash,DD-00000103,2026-03-17 11:40:00,Completed,Delivery,17.00,2.04,0.85,1.19,0.00,-4.25,0.25,-0.00,-5.00,0.00,-0.55,0.00,9.24,2026-03-23,2,New,31.8,46.5,5.0,
Uber Eats,UE-00000174,2026-03-17 17:26:00,Completed,Delivery,78.00,9.36,3.90,5.46,4.00,-23.40,0.30,-2.00,-5.00,0.00,-1.31,0.00,55.65,2026-03-23,2,Returning,19.3,23.4,3.5,
DoorDash,DD-00000104,2026-03-17 16:03:00,Completed,Delivery,71.00,8.52,3.55,4.97,3.00,-17.75,0.25,-2.00,-0.00,0.00,-0.62,0.00,59.15,2026-03-23,2,Returning,13.5,19.7,4.5,
Uber Eats,UE-00000175,2026-03-17 14:04:00,Completed,Delivery,71.00,8.52,3.55,4.97,4.00,-21.30,0.30,-3.00,-0.00,0.00,-0.88,0.00,54.34,2026-03-23,4,New,13.1,43.5,,
Uber Eats,UE-00000176,2026-03-17 14:29:00,Completed,Delivery,25.00,3.00,1.25,1.75,3.00,-7.50,0.30,-3.00,-3.00,2.00,-1.16,0.00,15.34,2026-03-22,2,Returning,13.2,47.1,5.0,
DoorDash,DD-00000105,2026-03-17 14:51:00,Completed,Delivery,73.00,8.76,3.65,5.11,2.00,-18.25,0.25,-0.00,-0.00,0.00,-1.26,0.00,62.25,2026-03-20,4,New,16.0,19.1,,
Uber Eats,UE-00000177,2026-03-17 12:37:00,Completed,Delivery,68.00,8.16,3.40,4.76,5.00,-20.40,0.30,-1.50,-0.00,2.00,-0.65,0.00,55.61,2026-03-20,4,Returning,34.3,23.4,4.5,
DoorDash,DD-00000106,2026-03-17 13:02:00,Completed,Delivery,45.00,5.40,2.25,3.15,5.00,-11.25,0.25,-3.00,-5.00,0.00,-0.93,0.00,30.22,2026-03-23,3,Returning,33.7,21.2,,
DoorDash,DD-00000107,2026-03-18 19:44:00,Canceled,Delivery,30.00,3.60,1.50,2.10,0.00,-7.50,0.25,-2.00,-3.00,0.00,-1.42,0.00,0.00,2026-03-25,2,New,34.6,28.1,,
Uber Eats,UE-00000178,2026-03-18 17:07:00,Completed,Delivery,89.00,10.68,4.45,6.23,4.00,-26.70,0.30,-2.00,-0.00,0.00,-1.07,0.00,69.91,2026-03-21,4,New,16.8,26.3,3.5,
Uber Eats,UE-00000179,2026-03-18 19:23:00,Completed,Delivery,68.00,8.16,3.40,4.76,3.00,-20.40,0.30,-1.50,-0.00,0.00,-0.60,0.00,53.66,2026-03-21,5,Returning,17.0,46.2,4.5,
DoorDash,DD-00000108,2026-03-18 17:26:00,Completed,Delivery,36.00,4.32,1.80,2.52,4.00,-9.00,0.25,-3.00,-2.00,1.00,-1.08,0.00,26.24,2026-03-22,2,New,12.3,18.2,5.0,
DoorDash,DD-00000109,2026-03-18 14:09:00,Completed,Delivery,65.00,7.80,3.25,4.55,4.00,-16.25,0.25,-0.00,-0.00,0.00,-1.08,0.00,55.47,2026-03-25,2,Returning,34.0,19.6,4.5,
Uber Eats,UE-00000180,2026-03-18 15:03:00,Completed,Delivery,42.00,5.04,2.10,2.94,2.00,-12.60,0.30,-0.00,-2.00,1.00,-1.42,0.00,32.02,2026-03-21,2,Returning,12.4,43.1,4.5,
DoorDash,DD-00000110,2026-03-18 18:28:00,Completed,Delivery,100.00,12.00,5.00,7.00,5.00,-25.00,0.25,-3.00,-0.00,0.00,-0.82,0.00,83.18,2026-03-23,3,Returning,30.6,42.4,,
Uber Eats,UE-00000181,2026-03-18 12:44:00,Completed,Delivery,124.00,14.88,6.20,8.68,3.00,-37.20,0.30,-3.00,-5.00,2.00,-1.13,0.00,94.55,2026-03-21,5,New,19.3,21.5,,
Uber Eats,UE-00000182,2026-03-18 11:35:00,Completed,Delivery,90.00,10.80,4.50,6.30,4.00,-27.00,0.30,-3.00,-0.00,1.00,-0.60,0.00,71.20,2026-03-22,4,Returning,33.5,33.9,3.5,
Uber Eats,UE-00000183,2026-03-18 18:46:00,Completed,Delivery,14.00,1.68,0.70,0.98,2.00,-4.20,0.30,-0.00,-0.00,0.00,-0.98,0.00,10.50,2026-03-24,2,Returning,31.6,31.0,3.5,
Uber Eats,UE-00000184,2026-03-18 13:03:00,Completed,Delivery,48.00,5.76,2.40,3.36,5.00,-14.40,0.30,-0.00,-5.00,0.00,-1.23,0.00,33.13,2026-03-22,2,Returning,25.8,48.1,3.5,
Uber Eats,UE-00000185,2026-03-18 13:52:00,Completed,Delivery,68.00,8.16,3.40,4.76,3.00,-20.40,0.30,-3.00,-2.00,0.00,-1.41,0.00,49.35,2026-03-23,4,Returning,17.8,19.2,,
DoorDash,DD-00000111,2026-03-18 18:04:00,Completed,Delivery,34.00,4.08,1.70,2.38,3.00,-8.50,0.25,-0.00,-3.00,0.00,-1.12,0.00,25.46,2026-03-24,3,Returning,19.3,45.5,4.0,
DoorDash,DD-00000112,2026-03-18 18:05:00,Completed,Delivery,65.00,7.80,3.25,4.55,4.00,-16.25,0.25,-0.00,-0.00,0.00,-1.44,0.00,55.11,2026-03-23,3,New,24.9,28.7,5.0,
DoorDash,DD-00000113,2026-03-18 17:11:00,Completed,Delivery,30.00,3.60,1.50,2.10,3.00,-7.50,0.25,-0.00,-0.00,2.00,-1.35,0.00,26.75,2026-03-24,3,Returning,28.8,44.8,5.0,
DoorDash,DD-00000114,2026-03-18 12:20:00,Completed,Delivery,53.00,6.36,2.65,3.71,3.00,-13.25,0.25,-3.00,-0.00,1.00,-1.20,0.00,42.91,2026-03-22,3,Returning,18.0,41.6,5.0,
DoorDash,DD-00000115,2026-03-19 16:31:00,Completed,Delivery,101.00,12.12,5.05,7.07,3.00,-25.25,0.25,-0.00,-0.00,0.00,-0.74,0.00,87.13,2026-03-24,3,Returning,26.2,33.1,4.5,
DoorDash,DD-00000116,2026-03-19 17:21:00,Completed,Delivery,21.00,2.52,1.05,1.47,4.00,-5.25,0.25,-3.00,-3.00,0.00,-0.96,0.00,11.31,2026-03-24,3,Returning,23.9,18.2,4.0,
DoorDash,DD-00000117,2026-03-19 13:09:00,Completed,Delivery,70.00,8.40,3.50,4.90,0.00,-17.50,0.25,-1.50,-0.00,0.00,-1.43,0.00,57.97,2026-03-22,4,New,22.5,36.5,4.5,
DoorDash,DD-00000118,2026-03-19 17:25:00,Completed,Delivery,48.00,5.76,2.40,3.36,5.00,-12.00,0.25,-0.00,-2.00,0.00,-0.91,0.00,38.85,2026-03-26,4,Returning,28.8,32.3,,
DoorDash,DD-00000119,2026-03-19 18:13:00,Completed,Delivery,62.00,7.44,3.10,4.34,5.00,-15.50,0.25,-1.50,-0.00,0.00,-1.27,0.00,51.17,2026-03-26,3,Returning,21.5,41.5,,
Uber Eats,UE-00000186,2026-03-19 19:51:00,Completed,Delivery,117.00,14.04,5.85,8.19,0.00,-35.10,0.30,-0.00,-0.00,0.00,-1.08,0.00,94.86,2026-03-24,3,New,30.2,23.6,4.5,
DoorDash,DD-00000120,2026-03-19 13:11:00,Completed,Delivery,38.00,4.56,1.90,2.66,5.00,-9.50,0.25,-2.00,-2.00,0.00,-0.87,0.00,28.19,2026-03-26,2,Returning,18.2,41.4,4.5,
Uber Eats,UE-00000187,2026-03-19 15:18:00,Completed,Delivery,30.00,3.60,1.50,2.10,2.00,-9.00,0.30,-0.00,-2.00,1.00,-1.00,0.00,22.60,2026-03-25,2,Returning,12.1,47.6,5.0,
Uber Eats,UE-00000188,2026-03-19 11:38:00,Completed,Delivery,41.00,4.92,2.05,2.87,0.00,-12.30,0.30,-1.50,-0.00,0.00,-1.05,0.00,31.07,2026-03-26,2,Returning,23.0,47.3,5.0,
Uber Eats,UE-00000189,2026-03-19 11:59:00,Completed,Delivery,49.00,5.88,2.45,3.43,3.00,-14.70,0.30,-1.50,-2.00,0.00,-0.67,0.00,36.01,2026-03-26,3,New,17.6,46.8,5.0,
DoorDash,DD-00000121,2026-03-19 18:02:00,Completed,Delivery,91.00,10.92,4.55,6.37,4.00,-22.75,0.25,-1.50,-3.00,0.00,-1.16,0.00,73.51,2026-03-22,3,New,32.1,35.7,4.5,
DoorDash,DD-00000122,2026-03-19 15:31:00,Completed,Delivery,91.00,10.92,4.55,6.37,5.00,-22.75,0.25,-0.00,-0.00,2.00,-0.98,0.00,80.19,2026-03-22,2,Returning,13.1,29.4,5.0,
Uber Eats,UE-00000190,2026-03-19 13:32:00,Canceled,Delivery,101.00,12.12,5.05,7.07,4.00,-30.30,0.30,-0.00,-3.00,0.00,-1.26,0.00,0.00,2026-03-25,3,New,22.0,35.9,,
DoorDash,DD-00000123,2026-03-19 15:10:00,Completed,Delivery,89.00,10.68,4.45,6.23,4.00,-22.25,0.25,-2.00,-0.00,2.00,-1.31,0.00,76.12,2026-03-25,4,Returning,15.0,35.2,5.0,
DoorDash,DD-00000124,2026-03-19 13:55:00,Completed,Delivery,22.00,2.64,1.10,1.54,5.00,-5.50,0.25,-1.50,-2.00,2.00,-0.60,0.00,17.04,2026-03-22,2,Returning,33.3,22.0,4.5,
Uber Eats,UE-00000191,2026-03-19 15:33:00,Completed,Delivery,53.00,6.36,2.65,3.71,6.00,-15.90,0.30,-0.00,-3.00,0.00,-1.02,0.00,39.44,2026-03-23,4,New,24.5,40.8,4.5,
DoorDash,DD-00000125,2026-03-20 15:24:00,Completed,Delivery,72.00,8.64,3.60,5.04,5.00,-18.00,0.25,-0.00,-0.00,0.00,-0.78,0.00,61.86,2026-03-26,3,New,18.5,18.6,5.0,
Uber Eats,UE-00000192,2026-03-20 16:56:00,Completed,Delivery,79.00,9.48,3.95,5.53,4.00,-23.70,0.30,-3.00,-2.00,0.00,-1.30,0.00,58.48,2026-03-23,3,New,26.4,19.2,3.5,
DoorDash,DD-00000126,2026-03-20 16:18:00,Completed,Delivery,93.00,11.16,4.65,6.51,4.00,-23.25,0.25,-0.00,-3.00,0.00,-0.53,0.00,77.38,2026-03-24,4,New,16.6,26.2,4.5,
Uber Eats,UE-00000193,2026-03-20 20:29:00,Completed,Delivery,73.00,8.76,3.65,5.11,2.00,-21.90,0.30,-0.00,-3.00,0.00,-1.43,0.00,55.43,2026-03-25,3,Returning,17.3,44.6,4.5,
DoorDash,DD-00000127,2026-03-20 13:02:00,Completed,Delivery,44.00,5.28,2.20,3.08,3.00,-11.00,0.25,-1.50,-0.00,1.00,-0.71,0.00,37.07,2026-03-24,2,Returning,25.8,44.3,,
DoorDash,DD-00000128,2026-03-20 14:54:00,Completed,Delivery,134.00,16.08,6.70,9.38,2.00,-33.50,0.25,-2.00,-0.00,0.00,-0.58,0.00,114.00,2026-03-23,4,Returning,18.7,24.9,5.0,
Uber Eats,UE-00000194,2026-03-20 11:38:00,Completed,Delivery,59.00,7.08,2.95,4.13,4.00,-17.70,0.30,-2.00,-0.00,0.00,-1.43,0.00,44.95,2026-03-25,2,New,22.6,19.9,4.0,
DoorDash,DD-00000129,2026-03-20 11:33:00,Completed,Delivery,81.00,9.72,4.05,5.67,2.00,-20.25,0.25,-0.00,-2.00,1.00,-0.79,0.00,68.68,2026-03-26,4,Returning,17.6,30.8,4.5,
Uber Eats,UE-00000195,2026-03-20 19:18:00,Completed,Delivery,41.00,4.92,2.05,2.87,8.00,-12.30,0.30,-2.00,-0.00,0.00,-1.33,0.00,30.29,2026-03-24,4,Returning,17.6,48.6,,
DoorDash,DD-00000130,2026-03-20 11:34:00,Completed,Delivery,112.00,13.44,5.60,7.84,0.00,-28.00,0.25,-2.00,-0.00,2.00,-1.15,0.00,96.29,2026-03-27,4,New,33.9,23.2,4.0,
Uber Eats,UE-00000196,2026-03-20 20:14:00,Completed,Delivery,56.00,6.72,2.80,3.92,3.00,-16.80,0.30,-2.00,-0.00,0.00,-0.54,0.00,43.38,2026-03-27,2,New,34.6,46.9,4.0,
Uber Eats,UE-00000197,2026-03-20 17:49:00,Completed,Delivery,25.00,3.00,1.25,1.75,8.00,-7.50,0.30,-1.50,-3.00,0.00,-0.98,0.00,15.02,2026-03-25,2,Returning,34.0,24.0,5.0,
DoorDash,DD-00000131,2026-03-20 18:25:00,Completed,Delivery,71.00,8.52,3.55,4.97,4.00,-17.75,0.25,-3.00,-0.00,0.00,-0.97,0.00,57.80,2026-03-25,3,Returning,29.1,23.1,4.5,
Uber Eats,UE-00000198,2026-03-20 15:18:00,Completed,Delivery,60.00,7.20,3.00,4.20,3.00,-18.00,0.30,-0.00,-0.00,0.00,-0.92,0.00,48.28,2026-03-25,3,New,33.0,32.1,,
Uber Eats,UE-00000199,2026-03-20 11:48:00,Completed,Delivery,150.00,18.00,7.50,10.50,0.00,-45.00,0.30,-0.00,-2.00,0.00,-0.77,0.00,120.23,2026-03-23,5,New,32.4,48.0,4.5,
Uber Eats,UE-00000200,2026-03-20 15:48:00,Completed,Delivery,114.00,13.68,5.70,7.98,2.00,-34.20,0.30,-3.00,-2.00,0.00,-1.42,0.00,87.06,2026-03-24,4,New,25.5,32.5,3.0,
Uber Eats,UE-00000201,2026-03-20 14:57:00,Completed,Delivery,18.00,2.16,0.90,1.26,2.00,-5.40,0.30,-0.00,-0.00,2.00,-1.35,0.00,15.41,2026-03-27,2,Returning,16.2,23.1,5.0,
Uber Eats,UE-00000202,2026-03-20 17:11:00,Completed,Delivery,56.00,6.72,2.80,3.92,0.00,-16.80,0.30,-3.00,-0.00,0.00,-1.18,0.00,41.74,2026-03-23,3,Returning,34.5,42.3,4.5,
Uber Eats,UE-00000203,2026-03-20 13:33:00,Completed,Delivery,67.00,8.04,3.35,4.69,0.00,-20.10,0.30,-3.00,-3.00,0.00,-0.92,0.00,48.02,2026-03-26,2,New,25.5,46.3,,
DoorDash,DD-00000132,2026-03-20 17:09:00,Completed,Delivery,96.00,11.52,4.80,6.72,0.00,-24.00,0.25,-3.00,-0.00,1.00,-0.87,0.00,80.65,2026-03-23,4,New,29.7,40.0,4.0,
DoorDash,DD-00000133,2026-03-20 13:45:00,Completed,Delivery,48.00,5.76,2.40,3.36,3.00,-12.00,0.25,-2.00,-0.00,0.00,-1.31,0.00,38.45,2026-03-25,3,Returning,20.0,26.4,4.5,
Uber Eats,UE-00000204,2026-03-20 12:11:00,Completed,Delivery,81.00,9.72,4.05,5.67,5.00,-24.30,0.30,-1.50,-0.00,2.00,-0.92,0.00,66.00,2026-03-27,4,Returning,25.2,21.0,,
Uber Eats,UE-00000205,2026-03-20 18:50:00,Completed,Delivery,16.00,1.92,0.80,1.12,3.00,-4.80,0.30,-3.00,-0.00,0.00,-1.06,0.00,9.06,2026-03-25,2,New,14.3,36.1,5.0,
Uber Eats,UE-00000206,2026-03-20 19:06:00,Completed,Delivery,33.00,3.96,1.65,2.31,2.00,-9.90,0.30,-1.50,-0.00,0.00,-0.76,0.00,24.80,2026-03-25,3,Returning,12.6,21.3,4.5,
Uber Eats,UE-00000207,2026-03-20 19:55:00,Completed,Delivery,37.00,4.44,1.85,2.59,4.00,-11.10,0.30,-0.00,-2.00,0.00,-0.97,0.00,27.37,2026-03-24,2,Returning,16.5,21.4,4.0,
Uber Eats,UE-00000208,2026-03-21 18:23:00,Completed,Delivery,146.00,17.52,7.30,10.22,0.00,-43.80,0.30,-1.50,-5.00,0.00,-0.53,0.00,112.69,2026-03-26,4,New,25.8,37.8,5.0,
DoorDash,DD-00000134,2026-03-21 18:35:00,Completed,Delivery,97.00,11.64,4.85,6.79,2.00,-24.25,0.25,-0.00,-0.00,0.00,-1.09,0.00,83.30,2026-03-28,3,New,17.5,49.1,5.0,
DoorDash,DD-00000135,2026-03-21 12:23:00,Completed,Delivery,42.00,5.04,2.10,2.94,2.00,-10.50,0.25,-0.00,-0.00,0.00,-0.63,0.00,35.91,2026-03-25,3,New,12.3,48.5,,
DoorDash,DD-00000136,2026-03-21 20:26:00,Completed,Delivery,146.00,17.52,7.30,10.22,3.00,-36.50,0.25,-0.00,-0.00,0.00,-1.45,0.00,125.57,2026-03-25,4,Returning,33.8,30.1,,
Uber Eats,UE-00000209,2026-03-21 19:27:00,Completed,Delivery,66.00,7.92,3.30,4.62,0.00,-19.80,0.30,-1.50,-0.00,2.00,-0.91,0.00,53.71,2026-03-26,3,Returning,33.3,33.7,5.0,
Uber Eats,UE-00000210,2026-03-21 20:54:00,Completed,Delivery,46.00,5.52,2.30,3.22,2.00,-13.80,0.30,-0.00,-0.00,0.00,-1.35,0.00,36.37,2026-03-28,3,New,15.6,28.9,,
Uber Eats,UE-00000211,2026-03-21 17:06:00,Completed,Delivery,76.00,9.12,3.80,5.32,5.00,-22.80,0.30,-0.00,-0.00,0.00,-1.00,0.00,61.32,2026-03-27,3,New,26.2,28.3,4.0,
Uber Eats,UE-00000212,2026-03-21 14:08:00,Completed,Delivery,53.00,6.36,2.65,3.71,2.00,-15.90,0.30,-0.00,-0.00,0.00,-1.46,0.00,42.00,2026-03-26,2,Returning,27.4,28.5,4.0,
Uber Eats,UE-00000213,2026-03-21 12:38:00,Completed,Delivery,52.00,6.24,2.60,3.64,0.00,-15.60,0.30,-0.00,-5.00,1.00,-0.51,0.00,38.13,2026-03-26,3,Returning,22.2,32.2,4.5,
Uber Eats,UE-00000214,2026-03-21 13:00:00,Completed,Delivery,86.00,10.32,4.30,6.02,0.00,-25.80,0.30,-3.00,-0.00,0.00,-1.23,0.00,66.29,2026-03-26,4,New,25.8,20.6,4.5,
DoorDash,DD-00000137,2026-03-21 18:42:00,Completed,Delivery,100.00,12.00,5.00,7.00,0.00,-25.00,0.25,-1.50,-5.00,0.00,-1.41,0.00,79.09,2026-03-24,4,New,32.4,26.2,,
Uber Eats,UE-00000215,2026-03-21 19:46:00,Completed,Delivery,44.00,5.28,2.20,3.08,3.00,-13.20,0.30,-0.00,-3.00,1.00,-1.40,0.00,32.68,2026-03-26,2,New,12.6,42.5,4.5,
Uber Eats,UE-00000216,2026-03-21 16:57:00,Completed,Delivery,98.00,11.76,4.90,6.86,0.00,-29.40,0.30,-0.00,-3.00,0.00,-0.59,0.00,76.77,2026-03-28,4,Returning,31.2,42.8,4.5,
Uber Eats,UE-00000217,2026-03-21 19:51:00,Completed,Delivery,33.00,3.96,1.65,2.31,6.00,-9.90,0.30,-3.00,-2.00,1.00,-0.51,0.00,22.55,2026-03-24,2,Returning,27.4,49.0,4.0,
