receipt_id,item_name,product_id,product_plu,product_name,mod_id,mod_plu,mod_name,mod_desc,mod_price_incl,mod_price_excl
R001435.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R001435.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R001437.01,Duck Breast & Soba,P-2005,2005,Duck Breast & Soba,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001438.01,Teriyaki Chicken,P-2010,2010,Teriyaki Chicken,M-107,107,Spice Level: Hot,Extra spice,0.0,0.0
R001439.01,Duck Breast & Soba,P-2005,2005,Duck Breast & Soba,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001439.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001440.01,Grilled Halibut,P-2006,2006,Grilled Halibut,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001440.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R001441.01,Grilled Halibut,P-2006,2006,Grilled Halibut,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001443.01,Wild Salmon Bowl,P-2003,2003,Wild Salmon Bowl,M-101,101,Extra Prawns,Add 4 tiger prawns,6.3,6.0
R001446.01,Wild Salmon Bowl,P-2003,2003,Wild Salmon Bowl,M-101,101,Extra Prawns,Add 4 tiger prawns,6.3,6.0
R001446.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-107,107,Spice Level: Hot,Extra spice,0.0,0.0
R001448.01,Pan-Seared Sablefish,P-2001,2001,Pan-Seared Sablefish,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001450.01,Lamb Rack,P-2009,2009,Lamb Rack,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001453.01,Duck Breast & Soba,P-2005,2005,Duck Breast & Soba,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R001453.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R001454.01,Grilled Halibut,P-2006,2006,Grilled Halibut,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001455.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-101,101,Extra Prawns,Add 4 tiger prawns,6.3,6.0
R001456.01,Duck Breast & Soba,P-2005,2005,Duck Breast & Soba,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001457.01,Wild Salmon Bowl,P-2003,2003,Wild Salmon Bowl,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001458.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-103,103,Upgrade to Wagyu,Wagyu beef upgrade,12.6,12.0
R001462.01,Lamb Rack,P-2009,2009,Lamb Rack,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001463.01,Wagyu Striploin 8oz,P-2002,2002,Wagyu Striploin 8oz,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001464.01,Duck Breast & Soba,P-2005,2005,Duck Breast & Soba,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001465.01,Wagyu Striploin 8oz,P-2002,2002,Wagyu Striploin 8oz,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001470.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R001470.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001472.01,Miso Glazed Eggplant,P-1005,1005,Miso Glazed Eggplant,M-107,107,Spice Level: Hot,Extra spice,0.0,0.0
R001476.01,Teriyaki Chicken,P-2010,2010,Teriyaki Chicken,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001476.01,Duck Breast & Soba,P-2005,2005,Duck Breast & Soba,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R001476.01,Duck Breast & Soba,P-2005,2005,Duck Breast & Soba,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R001476.01,Duck Breast & Soba,P-2005,2005,Duck Breast & Soba,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001479.01,Espresso,P-7003,7003,Espresso,M-108,108,Sub Oat Milk,Oat milk substitute,1.05,1.0
R001480.01,Wagyu Striploin 8oz,P-2002,2002,Wagyu Striploin 8oz,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001481.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R001482.01,Espresso,P-7003,7003,Espresso,M-108,108,Sub Oat Milk,Oat milk substitute,1.05,1.0
R001482.01,Matcha Latte,P-7004,7004,Matcha Latte,M-108,108,Sub Oat Milk,Oat milk substitute,1.05,1.0
R001484.01,Duck Breast & Soba,P-2005,2005,Duck Breast & Soba,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001487.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R001487.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R001489.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R001490.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001492.01,Duck Breast & Soba,P-2005,2005,Duck Breast & Soba,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001494.01,Wagyu Striploin 8oz,P-2002,2002,Wagyu Striploin 8oz,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001495.01,Duck Breast & Soba,P-2005,2005,Duck Breast & Soba,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R001496.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-101,101,Extra Prawns,Add 4 tiger prawns,6.3,6.0
R001498.01,Lamb Rack,P-2009,2009,Lamb Rack,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001499.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-101,101,Extra Prawns,Add 4 tiger prawns,6.3,6.0
R001499.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001499.01,Wagyu Striploin 8oz,P-2002,2002,Wagyu Striploin 8oz,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001500.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001502.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R001503.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-103,103,Upgrade to Wagyu,Wagyu beef upgrade,12.6,12.0
R001503.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-107,107,Spice Level: Hot,Extra spice,0.0,0.0
R001505.01,Teriyaki Chicken,P-2010,2010,Teriyaki Chicken,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001506.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001507.01,Roasted Beet Salad,P-1003,1003,Roasted Beet Salad,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R001508.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001508.01,Espresso,P-7003,7003,Espresso,M-108,108,Sub Oat Milk,Oat milk substitute,1.05,1.0
R001509.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R001509.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R001509.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001511.01,Grilled Halibut,P-2006,2006,Grilled Halibut,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001514.01,Lamb Rack,P-2009,2009,Lamb Rack,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001515.01,Teriyaki Chicken,P-2010,2010,Teriyaki Chicken,M-107,107,Spice Level: Hot,Extra spice,0.0,0.0
R001520.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R001522.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R001523.01,Lamb Rack,P-2009,2009,Lamb Rack,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001524.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R001527.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001527.01,Roasted Beet Salad,P-1003,1003,Roasted Beet Salad,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R001528.01,Wild Salmon Bowl,P-2003,2003,Wild Salmon Bowl,M-101,101,Extra Prawns,Add 4 tiger prawns,6.3,6.0
R001529.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-101,101,Extra Prawns,Add 4 tiger prawns,6.3,6.0
R001530.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R001532.01,Duck Breast & Soba,P-2005,2005,Duck Breast & Soba,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R001534.01,Wagyu Striploin 8oz,P-2002,2002,Wagyu Striploin 8oz,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001536.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-101,101,Extra Prawns,Add 4 tiger prawns,6.3,6.0
R001537.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R001537.01,Matcha Latte,P-7004,7004,Matcha Latte,M-108,108,Sub Oat Milk,Oat milk substitute,1.05,1.0
R001537.01,Miso Glazed Eggplant,P-1005,1005,Miso Glazed Eggplant,M-107,107,Spice Level: Hot,Extra spice,0.0,0.0
R001542.01,Wagyu Striploin 8oz,P-2002,2002,Wagyu Striploin 8oz,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001544.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001545.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001547.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R001551.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R001554.01,Teriyaki Chicken,P-2010,2010,Teriyaki Chicken,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001554.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-107,107,Spice Level: Hot,Extra spice,0.0,0.0
R001558.01,Miso Glazed Eggplant,P-1005,1005,Miso Glazed Eggplant,M-107,107,Spice Level: Hot,Extra spice,0.0,0.0
R001558.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R001558.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R001558.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-107,107,Spice Level: Hot,Extra spice,0.0,0.0
R001563.01,Grilled Halibut,P-2006,2006,Grilled Halibut,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001564.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001565.01,Miso Glazed Eggplant,P-1005,1005,Miso Glazed Eggplant,M-107,107,Spice Level: Hot,Extra spice,0.0,0.0
R001568.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001568.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-107,107,Spice Level: Hot,Extra spice,0.0,0.0
R001570.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R001570.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R001572.01,Miso Glazed Eggplant,P-1005,1005,Miso Glazed Eggplant,M-107,107,Spice Level: Hot,Extra spice,0.0,0.0
R001573.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001577.01,Duck Breast & Soba,P-2005,2005,Duck Breast & Soba,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001579.01,Espresso,P-7003,7003,Espresso,M-108,108,Sub Oat Milk,Oat milk substitute,1.05,1.0
R001581.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001581.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-107,107,Spice Level: Hot,Extra spice,0.0,0.0
R001582.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-101,101,Extra Prawns,Add 4 tiger prawns,6.3,6.0
R001583.01,Wild Salmon Bowl,P-2003,2003,Wild Salmon Bowl,M-106,106,Add Avocado,Half avocado,4.2,4.0
R001583.01,Teriyaki Chicken,P-2010,2010,Teriyaki Chicken,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001583.01,Matcha Latte,P-7004,7004,Matcha Latte,M-108,108,Sub Oat Milk,Oat milk substitute,1.05,1.0
R001584.01,Roasted Beet Salad,P-1003,1003,Roasted Beet Salad,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R001589.01,Miso Glazed Eggplant,P-1005,1005,Miso Glazed Eggplant,M-107,107,Spice Level: Hot,Extra spice,0.0,0.0
R001589.01,Grilled Halibut,P-2006,2006,Grilled Halibut,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001591.01,Pan-Seared Sablefish,P-2001,2001,Pan-Seared Sablefish,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001592.01,Wild Salmon Bowl,P-2003,2003,Wild Salmon Bowl,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001593.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-103,103,Upgrade to Wagyu,Wagyu beef upgrade,12.6,12.0
R001596.01,Grilled Halibut,P-2006,2006,Grilled Halibut,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001598.01,Wild Salmon Bowl,P-2003,2003,Wild Salmon Bowl,M-101,101,Extra Prawns,Add 4 tiger prawns,6.3,6.0
R001599.01,Wagyu Striploin 8oz,P-2002,2002,Wagyu Striploin 8oz,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001600.01,Wagyu Striploin 8oz,P-2002,2002,Wagyu Striploin 8oz,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001600.01,Espresso,P-7003,7003,Espresso,M-108,108,Sub Oat Milk,Oat milk substitute,1.05,1.0
R001603.01,Duck Breast & Soba,P-2005,2005,Duck Breast & Soba,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R001605.01,Espresso,P-7003,7003,Espresso,M-108,108,Sub Oat Milk,Oat milk substitute,1.05,1.0
R001606.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001607.01,Pan-Seared Sablefish,P-2001,2001,Pan-Seared Sablefish,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001607.01,Espresso,P-7003,7003,Espresso,M-108,108,Sub Oat Milk,Oat milk substitute,1.05,1.0
R001607.01,Duck Breast & Soba,P-2005,2005,Duck Breast & Soba,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001607.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001609.01,Lamb Rack,P-2009,2009,Lamb Rack,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001609.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-103,103,Upgrade to Wagyu,Wagyu beef upgrade,12.6,12.0
R001610.01,Pan-Seared Sablefish,P-2001,2001,Pan-Seared Sablefish,M-101,101,Extra Prawns,Add 4 tiger prawns,6.3,6.0
R001610.01,Wild Salmon Bowl,P-2003,2003,Wild Salmon Bowl,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001618.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R001621.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R001623.01,Matcha Latte,P-7004,7004,Matcha Latte,M-108,108,Sub Oat Milk,Oat milk substitute,1.05,1.0
R001624.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R001625.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R001625.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001626.01,Miso Glazed Eggplant,P-1005,1005,Miso Glazed Eggplant,M-107,107,Spice Level: Hot,Extra spice,0.0,0.0
R001626.01,Teriyaki Chicken,P-2010,2010,Teriyaki Chicken,M-107,107,Spice Level: Hot,Extra spice,0.0,0.0
R001629.01,Miso Glazed Eggplant,P-1005,1005,Miso Glazed Eggplant,M-107,107,Spice Level: Hot,Extra spice,0.0,0.0
R001631.01,Teriyaki Chicken,P-2010,2010,Teriyaki Chicken,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001632.01,Grilled Halibut,P-2006,2006,Grilled Halibut,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001638.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-107,107,Spice Level: Hot,Extra spice,0.0,0.0
R001641.01,Wild Salmon Bowl,P-2003,2003,Wild Salmon Bowl,M-106,106,Add Avocado,Half avocado,4.2,4.0
R001643.01,Wild Salmon Bowl,P-2003,2003,Wild Salmon Bowl,M-106,106,Add Avocado,Half avocado,4.2,4.0
R001647.01,Wagyu Striploin 8oz,P-2002,2002,Wagyu Striploin 8oz,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001647.01,Wagyu Striploin 8oz,P-2002,2002,Wagyu Striploin 8oz,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001649.01,Wild Salmon Bowl,P-2003,2003,Wild Salmon Bowl,M-101,101,Extra Prawns,Add 4 tiger prawns,6.3,6.0
R001649.01,Grilled Halibut,P-2006,2006,Grilled Halibut,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001651.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-107,107,Spice Level: Hot,Extra spice,0.0,0.0
R001653.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-107,107,Spice Level: Hot,Extra spice,0.0,0.0
R001657.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R001657.01,Wild Salmon Bowl,P-2003,2003,Wild Salmon Bowl,M-106,106,Add Avocado,Half avocado,4.2,4.0
R001660.01,Grilled Halibut,P-2006,2006,Grilled Halibut,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001661.01,Wagyu Striploin 8oz,P-2002,2002,Wagyu Striploin 8oz,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001663.01,Pan-Seared Sablefish,P-2001,2001,Pan-Seared Sablefish,M-101,101,Extra Prawns,Add 4 tiger prawns,6.3,6.0
R001666.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R001669.01,Teriyaki Chicken,P-2010,2010,Teriyaki Chicken,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001670.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R001670.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001676.01,Lamb Rack,P-2009,2009,Lamb Rack,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001676.01,Wagyu Striploin 8oz,P-2002,2002,Wagyu Striploin 8oz,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001678.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-107,107,Spice Level: Hot,Extra spice,0.0,0.0
R001681.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001682.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-103,103,Upgrade to Wagyu,Wagyu beef upgrade,12.6,12.0
R001683.01,Wild Salmon Bowl,P-2003,2003,Wild Salmon Bowl,M-106,106,Add Avocado,Half avocado,4.2,4.0
R001684.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R001684.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R001685.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001688.01,Teriyaki Chicken,P-2010,2010,Teriyaki Chicken,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001688.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R001689.01,Roasted Beet Salad,P-1003,1003,Roasted Beet Salad,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R001691.01,Wild Salmon Bowl,P-2003,2003,Wild Salmon Bowl,M-101,101,Extra Prawns,Add 4 tiger prawns,6.3,6.0
R001692.01,Pan-Seared Sablefish,P-2001,2001,Pan-Seared Sablefish,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001693.01,Teriyaki Chicken,P-2010,2010,Teriyaki Chicken,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001696.01,Teriyaki Chicken,P-2010,2010,Teriyaki Chicken,M-107,107,Spice Level: Hot,Extra spice,0.0,0.0
R001701.01,Roasted Beet Salad,P-1003,1003,Roasted Beet Salad,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R001701.01,Wild Salmon Bowl,P-2003,2003,Wild Salmon Bowl,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001703.01,Wagyu Striploin 8oz,P-2002,2002,Wagyu Striploin 8oz,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001704.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-101,101,Extra Prawns,Add 4 tiger prawns,6.3,6.0
R001706.01,Miso Glazed Eggplant,P-1005,1005,Miso Glazed Eggplant,M-107,107,Spice Level: Hot,Extra spice,0.0,0.0
R001707.01,Wild Salmon Bowl,P-2003,2003,Wild Salmon Bowl,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001709.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001710.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R001712.01,Teriyaki Chicken,P-2010,2010,Teriyaki Chicken,M-107,107,Spice Level: Hot,Extra spice,0.0,0.0
R001714.01,Wild Salmon Bowl,P-2003,2003,Wild Salmon Bowl,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001714.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001714.01,Duck Breast & Soba,P-2005,2005,Duck Breast & Soba,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001715.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R001715.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R001716.01,Grilled Halibut,P-2006,2006,Grilled Halibut,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001720.01,Lamb Rack,P-2009,2009,Lamb Rack,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001722.01,Wild Salmon Bowl,P-2003,2003,Wild Salmon Bowl,M-106,106,Add Avocado,Half avocado,4.2,4.0
R001723.01,Wild Salmon Bowl,P-2003,2003,Wild Salmon Bowl,M-101,101,Extra Prawns,Add 4 tiger prawns,6.3,6.0
R001726.01,Pan-Seared Sablefish,P-2001,2001,Pan-Seared Sablefish,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001727.01,Pan-Seared Sablefish,P-2001,2001,Pan-Seared Sablefish,M-101,101,Extra Prawns,Add 4 tiger prawns,6.3,6.0
R001727.01,Pan-Seared Sablefish,P-2001,2001,Pan-Seared Sablefish,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001728.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R001730.01,Wild Salmon Bowl,P-2003,2003,Wild Salmon Bowl,M-101,101,Extra Prawns,Add 4 tiger prawns,6.3,6.0
R001731.01,Teriyaki Chicken,P-2010,2010,Teriyaki Chicken,M-107,107,Spice Level: Hot,Extra spice,0.0,0.0
R001733.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R001734.01,Wagyu Striploin 8oz,P-2002,2002,Wagyu Striploin 8oz,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001735.01,Miso Glazed Eggplant,P-1005,1005,Miso Glazed Eggplant,M-107,107,Spice Level: Hot,Extra spice,0.0,0.0
R001735.01,Miso Glazed Eggplant,P-1005,1005,Miso Glazed Eggplant,M-107,107,Spice Level: Hot,Extra spice,0.0,0.0
R001738.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-103,103,Upgrade to Wagyu,Wagyu beef upgrade,12.6,12.0
R001741.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-103,103,Upgrade to Wagyu,Wagyu beef upgrade,12.6,12.0
R001741.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R001741.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-101,101,Extra Prawns,Add 4 tiger prawns,6.3,6.0
R001743.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-101,101,Extra Prawns,Add 4 tiger prawns,6.3,6.0
R001743.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R001743.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-105,105,Extra Side Salad,House green salad,5.25,5.0
