Platform,Order_ID,Order_Date,Order_Status,Dining_Mode,Gross_Sales,Tax,GST,PST,Tip,Commission_Amount,Commission_Rate,Marketing_Fee,Promo_Cost_Restaurant,Promo_Cost_Platform,Service_Fee,Adjustments,Net_Payout,Payout_Date,Item_Count,Customer_Type,Prep_Time_Minutes,Delivery_Time_Minutes,Customer_Rating,POS_Transaction_ID
DoorDash,DD-29926163,2026-02-14 21:59:15,Completed,Delivery,63.00,7.56,3.15,4.41,3.00,-15.75,0.25,-1.99,0.00,0.00,-0.50,0.00,44.76,2026-02-18,3,Returning,13.9,25.2,5.0,
Uber Eats,UE-45167011,2026-02-15 11:09:13,Completed,Delivery,130.00,15.60,6.50,9.10,10.00,-39.00,0.30,0.00,0.00,0.00,-0.50,0.00,90.50,2026-02-18,4,New,9.2,24.2,5.0,
DoorDash,DD-46966386,2026-02-15 12:01:03,Completed,Delivery,25.00,3.00,1.25,1.75,4.00,-6.25,0.25,0.00,0.00,0.00,-0.50,0.00,18.25,2026-02-22,1,Returning,12.7,41.9,4.5,
Uber Eats,UE-24997843,2026-02-15 13:37:40,Completed,Delivery,18.00,2.16,0.90,1.26,10.00,-5.40,0.30,0.00,0.00,0.00,-0.50,0.00,12.10,2026-02-22,1,Returning,14.9,42.8,4.0,
DoorDash,DD-30254720,2026-02-15 14:48:18,Completed,Delivery,52.00,6.24,2.60,3.64,7.00,-13.00,0.25,-0.99,0.00,0.00,-1.50,0.00,36.51,2026-02-18,2,New,12.5,33.2,5.0,
DoorDash,DD-71679528,2026-02-15 14:50:41,Completed,Delivery,18.00,2.16,0.90,1.26,0.00,-4.50,0.25,-0.99,0.00,0.00,-1.50,0.00,11.01,2026-02-20,1,New,9.4,36.7,4.5,
Uber Eats,UE-44108486,2026-02-15 15:29:51,Completed,Delivery,20.00,2.40,1.00,1.40,10.00,-6.00,0.30,0.00,0.00,0.00,0.00,0.00,14.00,2026-02-20,1,Returning,10.5,41.7,4.5,
Uber Eats,UE-85360026,2026-02-15 16:00:57,Completed,Delivery,118.00,14.16,5.90,8.26,8.00,-35.40,0.30,-1.49,0.00,0.00,-0.50,0.00,80.61,2026-02-22,4,New,8.3,41.7,4.5,
Uber Eats,UE-73198134,2026-02-15 17:00:31,Completed,Delivery,88.00,10.56,4.40,6.16,5.00,-26.40,0.30,0.00,0.00,0.00,0.00,0.00,61.60,2026-02-19,3,Returning,20.8,21.4,5.0,
Uber Eats,UE-16324409,2026-02-15 17:28:09,Completed,Delivery,106.00,12.72,5.30,7.42,4.00,-31.80,0.30,-0.99,0.00,0.00,-0.50,0.00,72.71,2026-02-18,3,Returning,22.0,18.3,5.0,
Uber Eats,UE-97707454,2026-02-15 18:47:09,Completed,Delivery,79.00,9.48,3.95,5.53,8.00,-23.70,0.30,-0.99,0.00,0.00,0.00,0.00,54.31,2026-02-18,3,Returning,21.4,20.2,4.5,
Uber Eats,UE-51613626,2026-02-15 19:12:09,Completed,Delivery,48.00,5.76,2.40,3.36,4.00,-14.40,0.30,0.00,0.00,0.00,0.00,0.00,33.60,2026-02-18,1,Returning,13.1,38.8,4.5,
Uber Eats,UE-26069320,2026-02-15 19:33:50,Completed,Delivery,18.00,2.16,0.90,1.26,0.00,-5.40,0.30,-0.99,0.00,0.00,0.00,0.00,11.61,2026-02-19,1,Returning,8.7,22.6,5.0,
DoorDash,DD-58195503,2026-02-15 20:56:24,Completed,Delivery,70.00,8.40,3.50,4.90,6.00,-17.50,0.25,0.00,-3.00,2.00,0.00,0.00,51.50,2026-02-22,2,Returning,11.6,23.2,4.5,
DoorDash,DD-49960126,2026-02-15 21:04:06,Completed,Delivery,18.00,2.16,0.90,1.26,5.00,-4.50,0.25,-1.99,-5.00,3.00,0.00,0.00,9.51,2026-02-19,1,Returning,16.2,36.5,4.5,
Uber Eats,UE-67693928,2026-02-15 21:33:53,Completed,Delivery,76.00,9.12,3.80,5.32,4.00,-22.80,0.30,-1.49,0.00,0.00,-1.50,0.00,50.21,2026-02-19,3,New,21.4,38.1,5.0,
Uber Eats,UE-68101152,2026-02-16 13:14:02,Completed,Delivery,84.00,10.08,4.20,5.88,4.00,-25.20,0.30,0.00,0.00,0.00,0.00,0.00,58.80,2026-02-19,3,Returning,19.8,42.6,5.0,
DoorDash,DD-89727389,2026-02-16 13:26:39,Completed,Delivery,32.00,3.84,1.60,2.24,10.00,-8.00,0.25,0.00,0.00,0.00,-1.50,0.00,22.50,2026-02-19,1,Returning,20.3,38.8,4.5,
DoorDash,DD-79403488,2026-02-16 14:22:53,Completed,Delivery,48.00,5.76,2.40,3.36,0.00,-12.00,0.25,-1.99,0.00,0.00,-1.00,0.00,33.01,2026-02-23,1,Returning,21.7,35.1,,
DoorDash,DD-87110706,2026-02-16 15:03:21,Completed,Delivery,89.00,10.68,4.45,6.23,10.00,-22.25,0.25,0.00,0.00,0.00,-0.50,0.00,66.25,2026-02-21,3,Returning,10.2,36.4,4.0,
DoorDash,DD-32545830,2026-02-16 16:12:56,Completed,Delivery,39.00,4.68,1.95,2.73,5.00,-9.75,0.25,0.00,-7.00,1.00,-1.00,0.00,22.25,2026-02-19,2,New,21.9,44.1,5.0,
Uber Eats,UE-79003940,2026-02-16 17:30:19,Completed,Delivery,62.00,7.44,3.10,4.34,4.00,-18.60,0.30,0.00,0.00,0.00,-1.00,0.00,42.40,2026-02-21,2,Returning,11.1,29.7,4.5,
Uber Eats,UE-77592799,2026-02-16 17:32:12,Completed,Delivery,70.00,8.40,3.50,4.90,4.00,-21.00,0.30,0.00,0.00,0.00,-1.50,0.00,47.50,2026-02-23,3,Returning,10.5,40.0,4.0,
Uber Eats,UE-30850097,2026-02-16 18:24:47,Completed,Delivery,66.00,7.92,3.30,4.62,0.00,-19.80,0.30,0.00,-3.00,1.00,0.00,0.00,44.20,2026-02-19,2,Returning,8.2,40.0,4.0,
Uber Eats,UE-91912060,2026-02-16 19:06:15,Completed,Delivery,62.00,7.44,3.10,4.34,5.00,-18.60,0.30,0.00,0.00,0.00,-1.00,0.00,42.40,2026-02-20,2,Returning,11.4,19.6,4.5,
DoorDash,DD-78730368,2026-02-16 19:27:40,Completed,Delivery,127.00,15.24,6.35,8.89,6.00,-31.75,0.25,0.00,0.00,0.00,0.00,0.00,95.25,2026-02-20,4,New,20.5,33.4,,
DoorDash,DD-35533105,2026-02-16 20:01:51,Completed,Delivery,107.00,12.84,5.35,7.49,4.00,-26.75,0.25,0.00,0.00,0.00,-1.50,0.00,78.75,2026-02-21,3,Returning,19.5,21.5,4.5,
Uber Eats,UE-86869806,2026-02-16 20:41:30,Completed,Delivery,57.00,6.84,2.85,3.99,3.00,-17.10,0.30,-1.49,0.00,0.00,0.00,0.00,38.41,2026-02-21,2,Returning,20.6,27.0,4.5,
DoorDash,DD-12340092,2026-02-17 11:37:40,Completed,Delivery,99.00,11.88,4.95,6.93,0.00,-24.75,0.25,-1.99,-7.00,2.00,0.00,0.00,67.26,2026-02-22,3,Returning,18.8,29.5,4.0,
DoorDash,DD-15912756,2026-02-17 12:55:05,Completed,Delivery,56.00,6.72,2.80,3.92,7.00,-14.00,0.25,-1.49,0.00,0.00,-1.50,0.00,39.01,2026-02-24,3,Returning,18.8,37.8,5.0,
DoorDash,DD-96228745,2026-02-17 13:21:19,Completed,Delivery,38.00,4.56,1.90,2.66,10.00,-9.50,0.25,-1.49,0.00,0.00,0.00,0.00,27.01,2026-02-24,2,Returning,21.4,44.1,5.0,
Uber Eats,UE-31854501,2026-02-17 13:30:42,Completed,Delivery,45.00,5.40,2.25,3.15,3.00,-13.50,0.30,-1.49,0.00,0.00,-1.00,0.00,29.01,2026-02-21,2,Returning,21.9,31.6,5.0,
Uber Eats,UE-42736887,2026-02-17 14:10:44,Completed,Delivery,45.00,5.40,2.25,3.15,3.00,-13.50,0.30,-0.99,0.00,0.00,-0.50,0.00,30.01,2026-02-24,2,New,13.5,31.9,5.0,
Uber Eats,UE-96202392,2026-02-17 14:33:18,Completed,Delivery,66.00,7.92,3.30,4.62,8.00,-19.80,0.30,0.00,0.00,0.00,-0.50,0.00,45.70,2026-02-20,2,Returning,20.3,25.2,4.0,
Uber Eats,UE-46758609,2026-02-17 15:43:10,Completed,Delivery,66.00,7.92,3.30,4.62,6.00,-19.80,0.30,-0.99,0.00,0.00,-0.50,-9.02,35.69,2026-02-21,2,Returning,9.5,27.5,4.5,
Uber Eats,UE-70232542,2026-02-17 15:52:06,Completed,Delivery,77.00,9.24,3.85,5.39,5.00,-23.10,0.30,0.00,0.00,0.00,-1.50,0.00,52.40,2026-02-20,3,Returning,13.5,19.3,5.0,
DoorDash,DD-79566957,2026-02-17 16:52:49,Completed,Delivery,87.00,10.44,4.35,6.09,7.00,-21.75,0.25,-1.99,0.00,0.00,-1.50,0.00,61.76,2026-02-20,3,Returning,17.6,35.1,4.5,
Uber Eats,UE-73642065,2026-02-17 17:14:14,Completed,Delivery,89.00,10.68,4.45,6.23,3.00,-26.70,0.30,-1.99,0.00,0.00,-1.50,0.00,58.81,2026-02-24,3,Returning,13.1,24.5,5.0,
Uber Eats,UE-16054087,2026-02-17 17:18:22,Completed,Delivery,118.00,14.16,5.90,8.26,6.00,-35.40,0.30,0.00,0.00,0.00,-1.00,0.00,81.60,2026-02-24,3,Returning,19.0,31.2,5.0,
Uber Eats,UE-96212690,2026-02-17 17:20:55,Completed,Delivery,47.00,5.64,2.35,3.29,0.00,-14.10,0.30,0.00,0.00,0.00,0.00,0.00,32.90,2026-02-20,2,Returning,10.8,39.0,5.0,
Uber Eats,UE-71727246,2026-02-17 20:19:26,Completed,Delivery,122.00,14.64,6.10,8.54,7.00,-36.60,0.30,-1.99,0.00,0.00,0.00,0.00,83.41,2026-02-21,3,New,14.9,43.5,3.5,
DoorDash,DD-32594861,2026-02-17 21:06:07,Completed,Delivery,38.00,4.56,1.90,2.66,4.00,-9.50,0.25,0.00,0.00,0.00,-1.00,0.00,27.50,2026-02-21,2,Returning,18.5,31.1,4.5,
DoorDash,DD-26325130,2026-02-18 11:25:21,Completed,Delivery,61.00,7.32,3.05,4.27,4.00,-15.25,0.25,-1.99,0.00,0.00,-0.50,0.00,43.26,2026-02-22,2,Returning,18.0,25.6,4.5,
DoorDash,DD-29494691,2026-02-18 12:17:59,Completed,Delivery,125.00,15.00,6.25,8.75,3.00,-31.25,0.25,0.00,0.00,0.00,0.00,0.00,93.75,2026-02-21,3,Returning,10.9,37.2,,
Uber Eats,UE-53492588,2026-02-18 12:52:34,Completed,Delivery,45.00,5.40,2.25,3.15,3.00,-13.50,0.30,-1.49,0.00,0.00,0.00,0.00,30.01,2026-02-23,2,Returning,9.6,39.2,5.0,
Uber Eats,UE-58823043,2026-02-18 12:57:34,Completed,Delivery,85.00,10.20,4.25,5.95,5.00,-25.50,0.30,0.00,0.00,0.00,0.00,0.00,59.50,2026-02-25,2,Returning,18.3,18.0,5.0,
Uber Eats,UE-93008746,2026-02-18 13:26:22,Completed,Delivery,75.00,9.00,3.75,5.25,7.00,-22.50,0.30,0.00,0.00,0.00,0.00,0.00,52.50,2026-02-21,2,New,11.7,22.1,4.5,
Uber Eats,UE-84994387,2026-02-18 14:14:08,Completed,Delivery,92.00,11.04,4.60,6.44,3.00,-27.60,0.30,0.00,0.00,0.00,0.00,0.00,64.40,2026-02-21,2,New,15.5,40.0,4.5,
Uber Eats,UE-15082355,2026-02-18 15:39:25,Completed,Delivery,46.00,5.52,2.30,3.22,6.00,-13.80,0.30,0.00,0.00,0.00,-0.50,0.00,31.70,2026-02-21,2,New,18.5,35.9,5.0,
Uber Eats,UE-50760075,2026-02-18 16:55:11,Completed,Delivery,44.00,5.28,2.20,3.08,3.00,-13.20,0.30,-1.99,0.00,0.00,-1.00,0.00,27.81,2026-02-21,1,Returning,20.5,33.9,5.0,
DoorDash,DD-18734787,2026-02-18 17:09:40,Completed,Delivery,38.00,4.56,1.90,2.66,8.00,-9.50,0.25,0.00,0.00,0.00,0.00,0.00,28.50,2026-02-25,1,Returning,18.4,22.1,4.5,
Uber Eats,UE-98076933,2026-02-18 17:09:56,Completed,Delivery,64.00,7.68,3.20,4.48,6.00,-19.20,0.30,-0.99,0.00,0.00,0.00,0.00,43.81,2026-02-22,2,Returning,16.8,42.6,5.0,
DoorDash,DD-72864226,2026-02-18 17:56:43,Completed,Delivery,76.00,9.12,3.80,5.32,3.00,-19.00,0.25,0.00,0.00,0.00,-0.50,0.00,56.50,2026-02-21,2,Returning,8.6,22.2,5.0,
Uber Eats,UE-70092254,2026-02-18 18:51:02,Completed,Delivery,149.00,17.88,7.45,10.43,3.00,-44.70,0.30,-0.99,0.00,0.00,-1.00,0.00,102.31,2026-02-23,4,Returning,21.5,35.5,,
DoorDash,DD-28916865,2026-02-18 21:09:45,Completed,Delivery,75.00,9.00,3.75,5.25,5.00,-18.75,0.25,-1.99,0.00,0.00,-1.50,0.00,52.76,2026-02-22,2,Returning,21.0,37.9,4.0,
DoorDash,DD-85953325,2026-02-18 21:37:05,Completed,Delivery,75.00,9.00,3.75,5.25,8.00,-18.75,0.25,0.00,0.00,0.00,-0.50,0.00,55.75,2026-02-25,2,Returning,17.1,22.9,5.0,
Uber Eats,UE-68428359,2026-02-19 11:12:07,Completed,Delivery,59.00,7.08,2.95,4.13,3.00,-17.70,0.30,0.00,0.00,0.00,-1.50,0.00,39.80,2026-02-26,2,Returning,9.2,26.2,4.0,
DoorDash,DD-35467094,2026-02-19 11:31:34,Completed,Delivery,32.00,3.84,1.60,2.24,8.00,-8.00,0.25,0.00,0.00,0.00,0.00,0.00,24.00,2026-02-26,1,Returning,17.3,22.0,4.5,
Uber Eats,UE-88232865,2026-02-19 11:57:42,Completed,Delivery,32.00,3.84,1.60,2.24,8.00,-9.60,0.30,-1.99,0.00,0.00,0.00,0.00,20.41,2026-02-24,1,Returning,11.6,33.0,,
Uber Eats,UE-32543199,2026-02-19 13:53:54,Completed,Delivery,64.00,7.68,3.20,4.48,5.00,-19.20,0.30,-0.99,0.00,0.00,-0.50,0.00,43.31,2026-02-22,2,Returning,17.0,37.7,4.0,
Uber Eats,UE-12740347,2026-02-19 14:20:53,Completed,Delivery,129.00,15.48,6.45,9.03,4.00,-38.70,0.30,0.00,0.00,0.00,-0.50,0.00,89.80,2026-02-22,4,Returning,10.4,30.3,5.0,
DoorDash,DD-22616724,2026-02-19 16:16:12,Completed,Delivery,109.00,13.08,5.45,7.63,7.00,-27.25,0.25,-1.99,0.00,0.00,-1.00,0.00,78.76,2026-02-24,3,New,21.1,18.9,5.0,
Uber Eats,UE-43309454,2026-02-19 17:21:54,Completed,Delivery,89.00,10.68,4.45,6.23,4.00,-26.70,0.30,0.00,0.00,0.00,-1.50,0.00,60.80,2026-02-24,3,Returning,10.8,38.5,4.5,
Uber Eats,UE-14026969,2026-02-19 17:31:51,Canceled,Delivery,69.00,8.28,3.45,4.83,6.00,0.00,0.30,0.00,-7.00,3.00,0.00,0.00,0.00,2026-02-23,3,New,15.2,20.5,4.5,
Uber Eats,UE-20345418,2026-02-19 17:51:16,Completed,Delivery,70.00,8.40,3.50,4.90,10.00,-21.00,0.30,0.00,0.00,0.00,-0.50,0.00,48.50,2026-02-24,2,Returning,10.7,34.5,3.5,
DoorDash,DD-93091552,2026-02-19 18:12:22,Completed,Delivery,38.00,4.56,1.90,2.66,6.00,-9.50,0.25,0.00,0.00,0.00,0.00,0.00,28.50,2026-02-26,1,Returning,20.4,43.8,4.5,
Uber Eats,UE-48366798,2026-02-19 18:39:55,Completed,Delivery,70.00,8.40,3.50,4.90,0.00,-21.00,0.30,0.00,-5.00,3.00,-1.00,0.00,46.00,2026-02-23,2,New,14.3,31.4,5.0,
DoorDash,DD-87633490,2026-02-19 20:32:35,Completed,Delivery,44.00,5.28,2.20,3.08,0.00,-11.00,0.25,-1.49,-3.00,3.00,-1.00,-6.09,24.42,2026-02-24,1,Returning,12.9,40.0,3.0,
Uber Eats,UE-58921243,2026-02-19 20:51:42,Completed,Delivery,75.00,9.00,3.75,5.25,4.00,-22.50,0.30,0.00,0.00,0.00,0.00,0.00,52.50,2026-02-23,2,Returning,9.4,18.3,4.0,
DoorDash,DD-85744230,2026-02-20 12:46:12,Completed,Delivery,37.00,4.44,1.85,2.59,4.00,-9.25,0.25,-0.99,0.00,0.00,-1.50,0.00,25.26,2026-02-24,2,Returning,14.5,42.1,4.0,
Uber Eats,UE-88432782,2026-02-20 13:14:57,Completed,Delivery,18.00,2.16,0.90,1.26,4.00,-5.40,0.30,-1.49,0.00,0.00,-1.50,0.00,9.61,2026-02-27,1,Returning,17.4,43.8,,
Uber Eats,UE-59781163,2026-02-20 13:30:23,Completed,Delivery,92.00,11.04,4.60,6.44,8.00,-27.60,0.30,0.00,-3.00,3.00,-1.50,0.00,62.90,2026-02-24,2,Returning,11.6,40.8,5.0,
Uber Eats,UE-33791740,2026-02-20 13:55:39,Completed,Delivery,60.00,7.20,3.00,4.20,4.00,-18.00,0.30,-0.99,0.00,0.00,-1.50,0.00,39.51,2026-02-25,2,New,15.4,30.7,4.5,
Uber Eats,UE-51143807,2026-02-20 13:56:01,Completed,Delivery,62.00,7.44,3.10,4.34,10.00,-18.60,0.30,-1.99,0.00,0.00,-1.50,0.00,39.91,2026-02-27,2,Returning,21.1,28.7,4.5,
Uber Eats,UE-98213324,2026-02-20 14:10:03,Completed,Delivery,99.00,11.88,4.95,6.93,7.00,-29.70,0.30,-1.99,0.00,0.00,-1.50,0.00,65.81,2026-02-27,3,New,13.4,21.1,4.5,
DoorDash,DD-91229874,2026-02-20 14:38:36,Completed,Delivery,59.00,7.08,2.95,4.13,3.00,-14.75,0.25,-1.49,0.00,0.00,0.00,0.00,42.76,2026-02-23,2,Returning,9.7,43.8,4.5,
DoorDash,DD-72988461,2026-02-20 14:42:31,Completed,Delivery,44.00,5.28,2.20,3.08,8.00,-11.00,0.25,0.00,-5.00,1.00,-1.00,0.00,28.00,2026-02-23,1,Returning,16.9,24.9,4.5,
Uber Eats,UE-32636862,2026-02-20 14:52:32,Canceled,Delivery,84.00,10.08,4.20,5.88,6.00,0.00,0.30,-0.99,0.00,0.00,0.00,0.00,0.00,2026-02-25,2,Returning,8.5,27.1,5.0,
DoorDash,DD-22123590,2026-02-20 15:14:01,Completed,Delivery,162.00,19.44,8.10,11.34,3.00,-40.50,0.25,0.00,0.00,0.00,0.00,0.00,121.50,2026-02-23,4,Returning,18.3,32.5,4.5,
Uber Eats,UE-69497842,2026-02-20 17:45:50,Completed,Delivery,45.00,5.40,2.25,3.15,8.00,-13.50,0.30,0.00,0.00,0.00,-0.50,0.00,31.00,2026-02-27,2,Returning,15.3,29.3,5.0,
Uber Eats,UE-30110139,2026-02-20 18:02:29,Completed,Delivery,62.00,7.44,3.10,4.34,5.00,-18.60,0.30,0.00,0.00,0.00,-0.50,0.00,42.90,2026-02-27,2,Returning,13.8,30.8,4.5,
Uber Eats,UE-83334445,2026-02-20 18:04:28,Completed,Delivery,147.00,17.64,7.35,10.29,6.00,-44.10,0.30,0.00,0.00,0.00,-1.00,0.00,101.90,2026-02-25,4,Returning,11.3,27.2,4.5,
DoorDash,DD-24985165,2026-02-20 18:19:56,Completed,Delivery,66.00,7.92,3.30,4.62,6.00,-16.50,0.25,0.00,0.00,0.00,-1.00,0.00,48.50,2026-02-23,2,Returning,20.6,42.1,4.0,
DoorDash,DD-82603472,2026-02-20 18:58:15,Completed,Delivery,48.00,5.76,2.40,3.36,10.00,-12.00,0.25,-0.99,0.00,0.00,0.00,0.00,35.01,2026-02-23,1,Returning,16.6,38.7,3.0,
DoorDash,DD-49555245,2026-02-20 19:05:43,Completed,Delivery,67.00,8.04,3.35,4.69,7.00,-16.75,0.25,0.00,0.00,0.00,0.00,0.00,50.25,2026-02-23,2,Returning,9.9,26.6,5.0,
Uber Eats,UE-65549654,2026-02-20 19:11:02,Completed,Delivery,115.00,13.80,5.75,8.05,3.00,-34.50,0.30,-1.49,0.00,0.00,-1.50,0.00,77.51,2026-02-27,4,Returning,12.9,33.5,5.0,
Uber Eats,UE-87059003,2026-02-20 20:18:08,Completed,Delivery,65.00,7.80,3.25,4.55,5.00,-19.50,0.30,0.00,0.00,0.00,0.00,0.00,45.50,2026-02-24,2,Returning,12.9,31.5,5.0,
Uber Eats,UE-19581487,2026-02-20 20:34:09,Completed,Delivery,61.00,7.32,3.05,4.27,8.00,-18.30,0.30,0.00,0.00,0.00,0.00,0.00,42.70,2026-02-25,2,Returning,20.5,31.5,4.5,
DoorDash,DD-13886073,2026-02-20 20:58:29,Completed,Delivery,32.00,3.84,1.60,2.24,5.00,-8.00,0.25,0.00,0.00,0.00,-1.00,0.00,23.00,2026-02-27,1,Returning,14.5,19.4,5.0,
Uber Eats,UE-39594944,2026-02-20 21:42:51,Completed,Delivery,111.00,13.32,5.55,7.77,3.00,-33.30,0.30,0.00,0.00,0.00,0.00,0.00,77.70,2026-02-23,3,Returning,17.3,34.6,4.5,
DoorDash,DD-94285070,2026-02-20 21:53:01,Completed,Delivery,64.00,7.68,3.20,4.48,3.00,-16.00,0.25,-0.99,0.00,0.00,-0.50,0.00,46.51,2026-02-25,2,Returning,11.2,24.2,5.0,
DoorDash,DD-30456936,2026-02-21 11:24:28,Completed,Delivery,70.00,8.40,3.50,4.90,3.00,-17.50,0.25,-1.49,0.00,0.00,0.00,0.00,51.01,2026-02-25,3,Returning,14.4,23.2,5.0,
Uber Eats,UE-78482913,2026-02-21 11:51:55,Completed,Delivery,99.00,11.88,4.95,6.93,10.00,-29.70,0.30,0.00,0.00,0.00,-0.50,0.00,68.80,2026-02-24,4,Returning,21.3,41.4,4.5,
Uber Eats,UE-82200719,2026-02-21 12:10:39,Completed,Delivery,111.00,13.32,5.55,7.77,5.00,-33.30,0.30,0.00,0.00,0.00,-0.50,0.00,77.20,2026-02-26,3,Returning,17.8,37.2,5.0,
DoorDash,DD-22070599,2026-02-21 12:16:15,Completed,Delivery,62.00,7.44,3.10,4.34,3.00,-15.50,0.25,0.00,0.00,0.00,-0.50,0.00,46.00,2026-02-26,2,Returning,16.4,28.2,4.5,
Uber Eats,UE-75813090,2026-02-21 12:43:41,Completed,Delivery,38.00,4.56,1.90,2.66,10.00,-11.40,0.30,-1.99,0.00,0.00,0.00,0.00,24.61,2026-02-24,2,Returning,17.3,35.5,,
DoorDash,DD-90278872,2026-02-21 17:26:10,Completed,Delivery,63.00,7.56,3.15,4.41,5.00,-15.75,0.25,0.00,0.00,0.00,-1.50,0.00,45.75,2026-02-25,2,Returning,16.9,41.6,5.0,
Uber Eats,UE-48355129,2026-02-21 17:33:23,Completed,Delivery,19.00,2.28,0.95,1.33,6.00,-5.70,0.30,0.00,0.00,0.00,-0.50,0.00,12.80,2026-02-28,1,Returning,10.7,23.6,5.0,
DoorDash,DD-19154961,2026-02-21 17:33:31,Completed,Delivery,88.00,10.56,4.40,6.16,7.00,-22.00,0.25,-1.49,-7.00,3.00,-1.00,0.00,59.51,2026-02-25,3,Returning,19.1,35.1,4.5,
Uber Eats,UE-29708370,2026-02-21 17:41:12,Completed,Delivery,102.00,12.24,5.10,7.14,8.00,-30.60,0.30,-0.99,0.00,0.00,0.00,0.00,70.41,2026-02-24,4,New,14.4,20.7,5.0,
Uber Eats,UE-42464380,2026-02-21 18:01:44,Completed,Delivery,100.00,12.00,5.00,7.00,0.00,-30.00,0.30,0.00,-3.00,2.00,0.00,0.00,69.00,2026-02-24,3,Returning,11.3,18.7,5.0,
Uber Eats,UE-74187350,2026-02-21 18:04:01,Completed,Delivery,41.00,4.92,2.05,2.87,10.00,-12.30,0.30,-1.99,0.00,0.00,-0.50,0.00,26.21,2026-02-25,1,New,19.1,20.9,5.0,
DoorDash,DD-32447374,2026-02-21 18:09:29,Completed,Delivery,20.00,2.40,1.00,1.40,8.00,-5.00,0.25,-1.99,0.00,0.00,-1.50,0.00,11.51,2026-02-28,1,Returning,20.5,23.8,,
Uber Eats,UE-71213798,2026-02-21 19:14:02,Completed,Delivery,143.00,17.16,7.15,10.01,4.00,-42.90,0.30,-1.99,0.00,0.00,-1.50,0.00,96.61,2026-02-26,4,Returning,15.3,43.9,5.0,
DoorDash,DD-10153886,2026-02-21 19:14:56,Completed,Delivery,19.00,2.28,0.95,1.33,3.00,-4.75,0.25,0.00,0.00,0.00,-1.50,0.00,12.75,2026-02-26,1,Returning,11.7,32.5,4.5,
Uber Eats,UE-86512353,2026-02-21 19:28:43,Completed,Delivery,77.00,9.24,3.85,5.39,4.00,-23.10,0.30,0.00,0.00,0.00,-0.50,-5.44,47.96,2026-02-28,3,Returning,17.5,38.4,5.0,
Uber Eats,UE-84485604,2026-02-21 20:41:19,Completed,Delivery,45.00,5.40,2.25,3.15,7.00,-13.50,0.30,0.00,-3.00,3.00,0.00,0.00,31.50,2026-02-25,2,Returning,18.4,25.5,4.5,
DoorDash,DD-66400328,2026-02-21 20:47:35,Completed,Delivery,157.00,18.84,7.85,10.99,6.00,-39.25,0.25,0.00,0.00,0.00,0.00,0.00,117.75,2026-02-26,4,Returning,14.2,25.0,,
Uber Eats,UE-67755673,2026-02-21 21:23:22,Completed,Delivery,103.00,12.36,5.15,7.21,8.00,-30.90,0.30,0.00,0.00,0.00,0.00,0.00,72.10,2026-02-24,3,Returning,13.0,22.7,3.0,
Uber Eats,UE-42008937,2026-02-21 21:30:15,Completed,Delivery,148.00,17.76,7.40,10.36,8.00,-44.40,0.30,0.00,-3.00,2.00,-0.50,0.00,102.10,2026-02-24,4,Returning,19.2,23.5,4.5,
Uber Eats,UE-87441701,2026-02-21 21:41:21,Completed,Delivery,37.00,4.44,1.85,2.59,6.00,-11.10,0.30,-1.99,0.00,0.00,-1.50,0.00,22.41,2026-02-28,2,New,14.2,29.0,4.5,
DoorDash,DD-74987035,2026-02-22 11:21:27,Completed,Delivery,56.00,6.72,2.80,3.92,3.00,-14.00,0.25,-1.49,0.00,0.00,0.00,0.00,40.51,2026-02-26,2,Returning,21.4,38.8,4.0,
Uber Eats,UE-33489380,2026-02-22 11:41:33,Completed,Delivery,71.00,8.52,3.55,4.97,4.00,-21.30,0.30,-0.99,0.00,0.00,0.00,0.00,48.71,2026-03-01,2,Returning,17.9,33.9,3.5,
Uber Eats,UE-63152715,2026-02-22 12:14:00,Completed,Delivery,88.00,10.56,4.40,6.16,3.00,-26.40,0.30,0.00,0.00,0.00,-1.00,0.00,60.60,2026-02-26,3,Returning,17.5,22.2,4.5,
DoorDash,DD-76119259,2026-02-22 12:16:45,Completed,Delivery,44.00,5.28,2.20,3.08,4.00,-11.00,0.25,-1.99,0.00,0.00,-1.50,0.00,29.51,2026-02-25,1,New,14.7,32.5,3.0,
Uber Eats,UE-44953303,2026-02-22 12:55:55,Completed,Delivery,18.00,2.16,0.90,1.26,5.00,-5.40,0.30,-1.49,0.00,0.00,0.00,0.00,11.11,2026-02-26,1,New,11.9,19.0,5.0,
Uber Eats,UE-37145805,2026-02-22 14:15:45,Completed,Delivery,76.00,9.12,3.80,5.32,3.00,-22.80,0.30,-1.99,0.00,0.00,0.00,0.00,51.21,2026-02-26,2,Returning,9.3,32.0,5.0,
DoorDash,DD-36875510,2026-02-22 15:14:52,Completed,Delivery,131.00,15.72,6.55,9.17,3.00,-32.75,0.25,0.00,0.00,0.00,-1.50,0.00,96.75,2026-02-25,4,Returning,18.4,24.4,4.5,
Uber Eats,UE-86862021,2026-02-22 16:14:11,Completed,Delivery,70.00,8.40,3.50,4.90,3.00,-21.00,0.30,-1.99,0.00,0.00,-1.00,0.00,46.01,2026-02-27,3,Returning,17.4,23.6,4.5,
