Date,Transaction_ID,Event_Type,Location,Team_Member,Item_Name,Item_Variation,Category,Reporting_Category,SKU,GTIN,Quantity,Unit_Price,Gross_Sales,Discounts,Net_Sales,Tax,Modifiers,Modifier_Amount,Notes,Cost
2026-02-15 19:57:07,C8B83C5BB54A4D4E98,Payment,Main Dining,Sarah M.,Glass — Pinot Gris (BC),Regular,Drinks - Wine,Beverage - Wine,WN-001,,1,16.00,16.00,0.00,16.00,1.92,,0.00,,4.80
2026-02-15 20:02:29,34F680E965B14D92B4,Payment,Main Dining,Sarah M.,Roasted Chicken Supreme,Regular,Mains,Food - Entrees,MAIN-009,,1,34.00,35.00,0.00,35.00,4.20,Extra Sauce (+$1.00),1.00,,10.20
2026-02-15 20:02:29,34F680E965B14D92B4,Payment,Main Dining,Sarah M.,Crème Brûlée,Regular,Desserts,Food - Desserts,DES-001,,1,16.00,16.00,0.00,16.00,1.92,,0.00,,3.20
2026-02-15 20:02:29,34F680E965B14D92B4,Payment,Main Dining,Sarah M.,Dungeness Crab Cakes,Regular,Appetizers,Food - Starters,APP-002,,1,24.00,24.00,0.00,24.00,2.88,,0.00,,9.60
2026-02-15 20:02:29,34F680E965B14D92B4,Payment,Main Dining,Sarah M.,Seasonal Fruit Tart,Regular,Desserts,Food - Desserts,DES-003,,1,15.00,17.00,0.00,17.00,2.04,Gluten-Free Pasta (+$2.00),2.00,,3.75
2026-02-15 20:02:29,34F680E965B14D92B4,Payment,Main Dining,Sarah M.,Glass — Chardonnay (Okanagan),Regular,Drinks - Wine,Beverage - Wine,WN-002,,1,18.00,18.00,0.00,18.00,2.16,,0.00,,5.40
2026-02-15 20:02:29,34F680E965B14D92B4,Payment,Main Dining,Sarah M.,Burrata & Prosciutto,Regular,Appetizers,Food - Starters,APP-007,,1,20.00,20.00,0.00,20.00,2.40,,0.00,,6.60
2026-02-15 20:02:29,34F680E965B14D92B4,Payment,Main Dining,Sarah M.,Burrata & Prosciutto,Regular,Appetizers,Food - Starters,APP-007,,1,20.00,20.00,0.00,20.00,2.40,,0.00,,6.60
2026-02-15 20:02:29,34F680E965B14D92B4,Payment,Main Dining,Sarah M.,Chocolate Fondant,Regular,Desserts,Food - Desserts,DES-002,,1,17.00,17.00,0.00,17.00,2.04,,0.00,,4.25
2026-02-15 20:02:29,34F680E965B14D92B4,Payment,Main Dining,Sarah M.,Glass — Pinot Gris (BC),Regular,Drinks - Wine,Beverage - Wine,WN-001,,1,16.00,16.00,0.00,16.00,1.92,,0.00,,4.80
2026-02-15 20:02:37,6561CC3071D64F86BF,Payment,Main Dining,Marcus T.,Braised Short Rib,Regular,Mains,Food - Entrees,MAIN-004,,1,39.00,39.00,0.00,39.00,4.68,,0.00,,13.65
2026-02-15 20:02:37,6561CC3071D64F86BF,Payment,Main Dining,Marcus T.,Wild Salmon,Regular,Mains,Food - Entrees,MAIN-003,,1,38.00,38.00,0.00,38.00,4.56,Sub Side Salad (+$0.00),0.00,,13.30
2026-02-15 20:02:37,6561CC3071D64F86BF,Payment,Main Dining,Marcus T.,Beet & Burrata Salad,Regular,Appetizers,Food - Starters,APP-003,,1,18.00,18.00,0.00,18.00,2.16,,0.00,,5.40
2026-02-15 20:02:37,6561CC3071D64F86BF,Payment,Main Dining,Marcus T.,Chocolate Fondant,Regular,Desserts,Food - Desserts,DES-002,,1,17.00,17.00,0.00,17.00,2.04,,0.00,,4.25
2026-02-15 20:02:37,6561CC3071D64F86BF,Payment,Main Dining,Marcus T.,Espresso,Regular,Drinks - Non-Alc,Beverage - Non-Alc,NA-003,,1,5.00,5.00,0.00,5.00,0.60,,0.00,,0.75
2026-02-15 20:04:02,0343F269682D409F94,Payment,Main Dining,Priya K.,Seasonal Fruit Tart,Regular,Desserts,Food - Desserts,DES-003,,1,15.00,16.00,0.00,16.00,1.92,Extra Sauce (+$1.00),1.00,,3.75
2026-02-15 20:04:02,0343F269682D409F94,Payment,Main Dining,Priya K.,Charred Octopus,Regular,Appetizers,Food - Starters,APP-006,,1,23.00,26.50,0.00,26.50,3.18,Add Avocado (+$3.50),3.50,,8.05
2026-02-15 20:04:02,0343F269682D409F94,Payment,Main Dining,Priya K.,Seafood Linguine,Regular,Mains,Food - Entrees,MAIN-006,,1,36.00,36.00,0.00,36.00,4.32,,0.00,,12.60
2026-02-15 20:04:02,0343F269682D409F94,Payment,Main Dining,Priya K.,Beet & Burrata Salad,Regular,Appetizers,Food - Starters,APP-003,,1,18.00,18.00,0.00,18.00,2.16,,0.00,,5.40
2026-02-15 20:17:34,8BD8DEBACABB4D2399,Payment,Main Dining,James L.,Grilled Sablefish,Regular,Mains,Food - Entrees,MAIN-002,,1,44.00,44.00,0.00,44.00,5.28,,0.00,,17.60
2026-02-15 20:17:34,8BD8DEBACABB4D2399,Payment,Main Dining,James L.,Hamachi Crudo,Regular,Appetizers,Food - Starters,APP-005,,1,21.00,24.00,0.00,24.00,2.88,Add Truffle Oil (+$3.00),3.00,,8.40
2026-02-15 20:17:34,8BD8DEBACABB4D2399,Payment,Main Dining,James L.,Old Fashioned,Regular,Drinks - Cocktails,Beverage - Cocktails,CK-004,,1,19.00,19.00,0.00,19.00,2.28,,0.00,,5.70
2026-02-15 20:18:04,774B08A391F84F29A9,Payment,Main Dining,James L.,Crème Brûlée,Regular,Desserts,Food - Desserts,DES-001,,1,16.00,17.00,0.00,17.00,2.04,Extra Sauce (+$1.00),1.00,,3.20
2026-02-15 20:18:04,774B08A391F84F29A9,Payment,Main Dining,James L.,Chocolate Fondant,Regular,Desserts,Food - Desserts,DES-002,,1,17.00,18.00,0.00,18.00,2.16,Extra Sauce (+$1.00),1.00,,4.25
2026-02-15 20:18:04,774B08A391F84F29A9,Payment,Main Dining,James L.,Bottle — House Red,Regular,Drinks - Wine,Beverage - Wine,WN-006,,1,60.00,60.00,0.00,60.00,7.20,,0.00,,18.00
2026-02-15 20:18:04,774B08A391F84F29A9,Payment,Main Dining,James L.,Duck Breast,Regular,Mains,Food - Entrees,MAIN-005,,1,41.00,41.00,0.00,41.00,4.92,,0.00,,14.35
2026-02-15 20:18:04,774B08A391F84F29A9,Payment,Main Dining,James L.,Yuzu Spritz,Regular,Drinks - Cocktails,Beverage - Cocktails,CK-003,,1,16.00,16.00,0.00,16.00,1.92,,0.00,,3.20
2026-02-15 20:18:04,774B08A391F84F29A9,Payment,Main Dining,James L.,Hamachi Crudo,Regular,Appetizers,Food - Starters,APP-005,,1,21.00,21.00,0.00,21.00,2.52,,0.00,,8.40
2026-02-15 20:18:04,774B08A391F84F29A9,Payment,Main Dining,James L.,Sparkling Water (750ml),Regular,Drinks - Non-Alc,Beverage - Non-Alc,NA-001,,1,8.00,8.00,0.00,8.00,0.96,,0.00,,1.60
2026-02-15 20:22:19,83810863C83C4D389C,Payment,Main Dining,Leo C.,Wagyu Striploin 8oz,Regular,Mains,Food - Entrees,MAIN-007,,1,62.00,62.00,0.00,62.00,7.44,,0.00,,28.00
2026-02-15 20:22:19,83810863C83C4D389C,Payment,Main Dining,Leo C.,West Coast Chowder,Regular,Appetizers,Food - Starters,APP-008,,1,17.00,17.00,0.00,17.00,2.04,,0.00,,4.25
2026-02-15 20:22:19,83810863C83C4D389C,Payment,Main Dining,Leo C.,Pan-Seared Halibut,Regular,Mains,Food - Entrees,MAIN-001,,1,42.00,42.00,0.00,42.00,5.04,,0.00,,16.80
2026-02-15 20:22:19,83810863C83C4D389C,Payment,Main Dining,Leo C.,Yuzu Spritz,Regular,Drinks - Cocktails,Beverage - Cocktails,CK-003,,1,16.00,20.00,0.00,20.00,2.40,Extra Prawns (+$4.00),4.00,,3.20
2026-02-15 20:22:19,83810863C83C4D389C,Payment,Main Dining,Leo C.,Wagyu Striploin 8oz,Regular,Mains,Food - Entrees,MAIN-007,,1,62.00,62.00,0.00,62.00,7.44,,0.00,,28.00
2026-02-15 20:22:19,83810863C83C4D389C,Payment,Main Dining,Leo C.,Tiramisu,Regular,Desserts,Food - Desserts,DES-005,,1,16.00,16.00,0.00,16.00,1.92,Sub Side Salad (+$0.00),0.00,,4.00
2026-02-15 20:22:19,83810863C83C4D389C,Payment,Main Dining,Leo C.,Old Fashioned,Regular,Drinks - Cocktails,Beverage - Cocktails,CK-004,,1,19.00,22.50,0.00,22.50,2.70,Add Avocado (+$3.50),3.50,,5.70
2026-02-15 20:22:51,E9734A86AD8A45A78C,Payment,Main Dining,Sarah M.,Beet & Burrata Salad,Regular,Appetizers,Food - Starters,APP-003,,1,18.00,18.00,0.00,18.00,2.16,,0.00,,5.40
2026-02-15 20:22:51,E9734A86AD8A45A78C,Payment,Main Dining,Sarah M.,Glass — Chardonnay (Okanagan),Regular,Drinks - Wine,Beverage - Wine,WN-002,,1,18.00,18.00,0.00,18.00,2.16,,0.00,,5.40
2026-02-15 20:22:51,E9734A86AD8A45A78C,Payment,Main Dining,Sarah M.,Duck Breast,Regular,Mains,Food - Entrees,MAIN-005,,1,41.00,41.00,0.00,41.00,4.92,,0.00,,14.35
2026-02-15 20:22:51,E9734A86AD8A45A78C,Payment,Main Dining,Sarah M.,Hamachi Crudo,Regular,Appetizers,Food - Starters,APP-005,,1,21.00,21.00,0.00,21.00,2.52,,0.00,,8.40
2026-02-15 20:25:39,B9C46A56A19C46C789,Payment,Main Dining,James L.,Duck Breast,Regular,Mains,Food - Entrees,MAIN-005,,1,41.00,43.00,0.00,43.00,5.16,Gluten-Free Pasta (+$2.00),2.00,,14.35
2026-02-15 20:25:39,B9C46A56A19C46C789,Payment,Main Dining,James L.,Braised Short Rib,Regular,Mains,Food - Entrees,MAIN-004,,1,39.00,39.00,0.00,39.00,4.68,,0.00,,13.65
2026-02-15 20:25:39,B9C46A56A19C46C789,Payment,Main Dining,James L.,Crème Brûlée,Regular,Desserts,Food - Desserts,DES-001,,1,16.00,17.00,0.00,17.00,2.04,Extra Sauce (+$1.00),1.00,,3.20
2026-02-15 20:25:39,B9C46A56A19C46C789,Payment,Main Dining,James L.,Glass — Cabernet Sauvignon,Regular,Drinks - Wine,Beverage - Wine,WN-004,,1,20.00,20.00,0.00,20.00,2.40,,0.00,,6.00
2026-02-15 20:25:39,B9C46A56A19C46C789,Payment,Main Dining,James L.,Grilled Sablefish,Regular,Mains,Food - Entrees,MAIN-002,,1,44.00,44.00,0.00,44.00,5.28,,0.00,,17.60
2026-02-15 20:25:39,B9C46A56A19C46C789,Payment,Main Dining,James L.,West Coast Chowder,Regular,Appetizers,Food - Starters,APP-008,,1,17.00,20.00,0.00,20.00,2.40,Add Truffle Oil (+$3.00),3.00,,4.25
2026-02-15 20:25:39,B9C46A56A19C46C789,Payment,Main Dining,James L.,Seasonal Fruit Tart,Regular,Desserts,Food - Desserts,DES-003,,1,15.00,15.00,0.00,15.00,1.80,,0.00,,3.75
2026-02-15 20:32:18,3D55C76AB4C047008B,Payment,Main Dining,James L.,Grilled Sablefish,Regular,Mains,Food - Entrees,MAIN-002,,1,44.00,44.00,0.00,44.00,5.28,,0.00,,17.60
2026-02-15 20:32:18,3D55C76AB4C047008B,Payment,Main Dining,James L.,Hamachi Crudo,Regular,Appetizers,Food - Starters,APP-005,,1,21.00,24.00,0.00,24.00,2.88,Add Truffle Oil (+$3.00),3.00,,8.40
2026-02-15 20:32:18,3D55C76AB4C047008B,Payment,Main Dining,James L.,Chocolate Fondant,Regular,Desserts,Food - Desserts,DES-002,,1,17.00,18.00,0.00,18.00,2.16,Extra Sauce (+$1.00),1.00,,4.25
2026-02-15 20:32:18,3D55C76AB4C047008B,Payment,Main Dining,James L.,Wild Salmon,Regular,Mains,Food - Entrees,MAIN-003,,1,38.00,38.00,0.00,38.00,4.56,,0.00,,13.30
2026-02-15 20:32:18,3D55C76AB4C047008B,Payment,Main Dining,James L.,Pacific Mule,Regular,Drinks - Cocktails,Beverage - Cocktails,CK-001,,1,17.00,17.00,0.00,17.00,2.04,,0.00,,4.25
2026-02-15 20:32:18,3D55C76AB4C047008B,Payment,Main Dining,James L.,Mushroom Risotto,Regular,Mains,Food - Entrees,MAIN-010,,1,28.00,28.00,0.00,28.00,3.36,,0.00,,7.00
2026-02-15 20:32:18,3D55C76AB4C047008B,Payment,Main Dining,James L.,West Coast Chowder,Regular,Appetizers,Food - Starters,APP-008,,1,17.00,17.00,0.00,17.00,2.04,,0.00,,4.25
2026-02-15 20:32:18,3D55C76AB4C047008B,Payment,Main Dining,James L.,Bottle — House White,Regular,Drinks - Wine,Beverage - Wine,WN-005,,1,55.00,55.00,0.00,55.00,6.60,,0.00,,16.50
2026-02-15 20:32:18,3D55C76AB4C047008B,Payment,Main Dining,James L.,Dungeness Crab Cakes,Regular,Appetizers,Food - Starters,APP-002,,1,24.00,28.00,0.00,28.00,3.36,Extra Prawns (+$4.00),4.00,,9.60
2026-02-15 20:32:18,3D55C76AB4C047008B,Payment,Main Dining,James L.,Burrata & Prosciutto,Regular,Appetizers,Food - Starters,APP-007,,1,20.00,20.00,0.00,20.00,2.40,,0.00,,6.60
2026-02-15 20:32:18,3D55C76AB4C047008B,Payment,Main Dining,James L.,Chocolate Fondant,Regular,Desserts,Food - Desserts,DES-002,,1,17.00,17.00,0.00,17.00,2.04,,0.00,,4.25
2026-02-15 20:32:18,3D55C76AB4C047008B,Payment,Main Dining,James L.,Yuzu Spritz,Regular,Drinks - Cocktails,Beverage - Cocktails,CK-003,,1,16.00,16.00,0.00,16.00,1.92,,0.00,,3.20
2026-02-15 20:34:12,C130C66CA1534820B8,Payment,Main Dining,James L.,Braised Short Rib,Regular,Mains,Food - Entrees,MAIN-004,,1,39.00,39.00,0.00,39.00,4.68,,0.00,,13.65
2026-02-15 20:34:12,C130C66CA1534820B8,Payment,Main Dining,James L.,Coastal Negroni,Regular,Drinks - Cocktails,Beverage - Cocktails,CK-002,,1,18.00,18.00,0.00,18.00,2.16,,0.00,,4.50
2026-02-15 20:34:12,C130C66CA1534820B8,Payment,Main Dining,James L.,Pan-Seared Halibut,Regular,Mains,Food - Entrees,MAIN-001,,1,42.00,42.00,0.00,42.00,5.04,,0.00,,16.80
2026-02-15 20:34:12,C130C66CA1534820B8,Payment,Main Dining,James L.,Chocolate Fondant,Regular,Desserts,Food - Desserts,DES-002,,1,17.00,17.00,0.00,17.00,2.04,,0.00,,4.25
2026-02-15 20:34:12,C130C66CA1534820B8,Payment,Main Dining,James L.,Glass — Chardonnay (Okanagan),Regular,Drinks - Wine,Beverage - Wine,WN-002,,1,18.00,20.00,0.00,20.00,2.40,Gluten-Free Pasta (+$2.00),2.00,,5.40
2026-02-15 20:36:49,B10793D9BBB4477DAB,Payment,Main Dining,James L.,Burrata & Prosciutto,Regular,Appetizers,Food - Starters,APP-007,,1,20.00,20.00,0.00,20.00,2.40,,0.00,,6.60
2026-02-15 20:36:49,B10793D9BBB4477DAB,Payment,Main Dining,James L.,Glass — Pinot Noir (BC),Regular,Drinks - Wine,Beverage - Wine,WN-003,,1,19.00,19.00,0.00,19.00,2.28,,0.00,,5.70
2026-02-15 20:36:49,B10793D9BBB4477DAB,Payment,Main Dining,James L.,Wild Salmon,Regular,Mains,Food - Entrees,MAIN-003,,1,38.00,38.00,0.00,38.00,4.56,,0.00,,13.30
2026-02-15 20:36:49,B10793D9BBB4477DAB,Payment,Main Dining,James L.,Bottle — House Red,Regular,Drinks - Wine,Beverage - Wine,WN-006,,1,60.00,64.00,0.00,64.00,7.68,Extra Prawns (+$4.00),4.00,,18.00
2026-02-15 20:36:49,B10793D9BBB4477DAB,Payment,Main Dining,James L.,Crème Brûlée,Regular,Desserts,Food - Desserts,DES-001,,1,16.00,20.00,0.00,20.00,2.40,Extra Prawns (+$4.00),4.00,,3.20
2026-02-15 20:36:49,B10793D9BBB4477DAB,Payment,Main Dining,James L.,West Coast Chowder,Regular,Appetizers,Food - Starters,APP-008,,1,17.00,17.00,0.00,17.00,2.04,,0.00,,4.25
2026-02-15 20:38:03,BB8A068CE9BA4BEF9E,Payment,Main Dining,James L.,Wild Salmon,Regular,Mains,Food - Entrees,MAIN-003,,1,38.00,41.50,0.00,41.50,4.98,Add Avocado (+$3.50),3.50,,13.30
2026-02-15 20:38:03,BB8A068CE9BA4BEF9E,Payment,Main Dining,James L.,Dungeness Crab Cakes,Regular,Appetizers,Food - Starters,APP-002,,1,24.00,24.00,0.00,24.00,2.88,,0.00,,9.60
2026-02-15 20:38:03,BB8A068CE9BA4BEF9E,Payment,Main Dining,James L.,Bottle — House Red,Regular,Drinks - Wine,Beverage - Wine,WN-006,,1,60.00,60.00,0.00,60.00,7.20,,0.00,,18.00
2026-02-15 20:38:03,BB8A068CE9BA4BEF9E,Payment,Main Dining,James L.,Wagyu Striploin 8oz,Regular,Mains,Food - Entrees,MAIN-007,,1,62.00,62.00,0.00,62.00,7.44,,0.00,,28.00
2026-02-15 20:40:34,A2C0DEF98D014A0E86,Payment,Main Dining,Leo C.,Hamachi Crudo,Regular,Appetizers,Food - Starters,APP-005,,1,21.00,24.50,0.00,24.50,2.94,Add Avocado (+$3.50),3.50,,8.40
2026-02-15 20:40:34,A2C0DEF98D014A0E86,Payment,Main Dining,Leo C.,Tiramisu,Regular,Desserts,Food - Desserts,DES-005,,1,16.00,16.00,0.00,16.00,1.92,,0.00,,4.00
2026-02-15 20:40:34,A2C0DEF98D014A0E86,Payment,Main Dining,Leo C.,Local Craft IPA (16oz),Regular,Drinks - Beer,Beverage - Beer,BR-001,,1,10.00,10.00,0.00,10.00,1.20,,0.00,,3.00
2026-02-15 20:40:34,A2C0DEF98D014A0E86,Payment,Main Dining,Leo C.,Braised Short Rib,Regular,Mains,Food - Entrees,MAIN-004,,1,39.00,39.00,0.00,39.00,4.68,,0.00,,13.65
2026-02-15 20:40:34,A2C0DEF98D014A0E86,Payment,Main Dining,Leo C.,Espresso,Regular,Drinks - Non-Alc,Beverage - Non-Alc,NA-003,,1,5.00,9.00,0.00,9.00,1.08,Extra Prawns (+$4.00),4.00,,0.75
2026-02-15 20:49:46,974135C94E02490C80,Payment,Main Dining,Sarah M.,Chocolate Fondant,Regular,Desserts,Food - Desserts,DES-002,,1,17.00,17.00,0.00,17.00,2.04,,0.00,,4.25
2026-02-15 20:49:46,974135C94E02490C80,Payment,Main Dining,Sarah M.,Tuna Tartare,Regular,Appetizers,Food - Starters,APP-001,,1,22.00,22.00,0.00,22.00,2.64,,0.00,,7.70
2026-02-15 20:49:46,974135C94E02490C80,Payment,Main Dining,Sarah M.,Chocolate Fondant,Regular,Desserts,Food - Desserts,DES-002,,1,17.00,17.00,0.00,17.00,2.04,,0.00,,4.25
2026-02-15 20:49:46,974135C94E02490C80,Payment,Main Dining,Sarah M.,Local Craft IPA (16oz),Regular,Drinks - Beer,Beverage - Beer,BR-001,,1,10.00,10.00,0.00,10.00,1.20,,0.00,,3.00
2026-02-15 20:49:46,974135C94E02490C80,Payment,Main Dining,Sarah M.,Grilled Sablefish,Regular,Mains,Food - Entrees,MAIN-002,,1,44.00,44.00,0.00,44.00,5.28,,0.00,,17.60
2026-02-15 20:49:46,974135C94E02490C80,Payment,Main Dining,Sarah M.,Pacific Mule,Regular,Drinks - Cocktails,Beverage - Cocktails,CK-001,,1,17.00,20.50,0.00,20.50,2.46,Add Avocado (+$3.50),3.50,,4.25
2026-02-15 20:49:46,974135C94E02490C80,Payment,Main Dining,Sarah M.,Grilled Sablefish,Regular,Mains,Food - Entrees,MAIN-002,,1,44.00,44.00,0.00,44.00,5.28,Sub Side Salad (+$0.00),0.00,,17.60
2026-02-15 20:49:46,974135C94E02490C80,Payment,Main Dining,Sarah M.,Chocolate Fondant,Regular,Desserts,Food - Desserts,DES-002,,1,17.00,17.00,0.00,17.00,2.04,,0.00,,4.25
2026-02-15 20:49:46,974135C94E02490C80,Payment,Main Dining,Sarah M.,Yuzu Spritz,Regular,Drinks - Cocktails,Beverage - Cocktails,CK-003,,1,16.00,16.00,0.00,16.00,1.92,,0.00,,3.20
2026-02-15 20:49:46,974135C94E02490C80,Payment,Main Dining,Sarah M.,Roasted Chicken Supreme,Regular,Mains,Food - Entrees,MAIN-009,,1,34.00,34.00,0.00,34.00,4.08,,0.00,,10.20
2026-02-15 20:49:46,974135C94E02490C80,Payment,Main Dining,Sarah M.,West Coast Chowder,Regular,Appetizers,Food - Starters,APP-008,,1,17.00,17.00,0.00,17.00,2.04,,0.00,,4.25
2026-02-15 20:49:46,974135C94E02490C80,Payment,Main Dining,Sarah M.,Charred Octopus,Regular,Appetizers,Food - Starters,APP-006,,1,23.00,23.00,0.00,23.00,2.76,,0.00,,8.05
2026-02-15 20:49:46,974135C94E02490C80,Payment,Main Dining,Sarah M.,Sparkling Water (750ml),Regular,Drinks - Non-Alc,Beverage - Non-Alc,NA-001,,1,8.00,12.00,0.00,12.00,1.44,Extra Prawns (+$4.00),4.00,,1.60
2026-02-15 20:56:43,2CBBC0D8321842C989,Payment,Main Dining,Leo C.,Wild Salmon,Regular,Mains,Food - Entrees,MAIN-003,,1,38.00,40.00,0.00,40.00,4.80,Gluten-Free Pasta (+$2.00),2.00,,13.30
2026-02-15 20:56:43,2CBBC0D8321842C989,Payment,Main Dining,Leo C.,Glass — Pinot Gris (BC),Regular,Drinks - Wine,Beverage - Wine,WN-001,,1,16.00,16.00,0.00,16.00,1.92,,0.00,,4.80
2026-02-15 20:56:43,2CBBC0D8321842C989,Payment,Main Dining,Leo C.,Charred Octopus,Regular,Appetizers,Food - Starters,APP-006,,1,23.00,26.00,0.00,26.00,3.12,Add Truffle Oil (+$3.00),3.00,,8.05
2026-02-15 20:56:43,2CBBC0D8321842C989,Payment,Main Dining,Leo C.,Glass — Chardonnay (Okanagan),Regular,Drinks - Wine,Beverage - Wine,WN-002,,1,18.00,18.00,0.00,18.00,2.16,,0.00,,5.40
2026-02-15 20:56:56,D1E1E2BD2E904E1CAC,Payment,Main Dining,Priya K.,Affogato,Regular,Desserts,Food - Desserts,DES-004,,1,12.00,12.00,0.00,12.00,1.44,,0.00,,2.40
2026-02-15 20:56:56,D1E1E2BD2E904E1CAC,Payment,Main Dining,Priya K.,Tuna Tartare,Regular,Appetizers,Food - Starters,APP-001,,1,22.00,25.50,0.00,25.50,3.06,Add Avocado (+$3.50),3.50,,7.70
2026-02-15 20:56:56,D1E1E2BD2E904E1CAC,Payment,Main Dining,Priya K.,Yuzu Spritz,Regular,Drinks - Cocktails,Beverage - Cocktails,CK-003,,1,16.00,16.00,0.00,16.00,1.92,,0.00,,3.20
2026-02-15 20:56:56,D1E1E2BD2E904E1CAC,Payment,Main Dining,Priya K.,Grilled Sablefish,Regular,Mains,Food - Entrees,MAIN-002,,1,44.00,44.00,0.00,44.00,5.28,,0.00,,17.60
2026-02-15 20:56:56,D1E1E2BD2E904E1CAC,Payment,Main Dining,Priya K.,Duck Breast,Regular,Mains,Food - Entrees,MAIN-005,,1,41.00,41.00,0.00,41.00,4.92,,0.00,,14.35
2026-02-15 20:56:56,D1E1E2BD2E904E1CAC,Payment,Main Dining,Priya K.,Crème Brûlée,Regular,Desserts,Food - Desserts,DES-001,,1,16.00,19.00,0.00,19.00,2.28,Add Truffle Oil (+$3.00),3.00,,3.20
2026-02-15 20:56:56,D1E1E2BD2E904E1CAC,Payment,Main Dining,Priya K.,Espresso,Regular,Drinks - Non-Alc,Beverage - Non-Alc,NA-003,,1,5.00,9.00,0.00,9.00,1.08,Extra Prawns (+$4.00),4.00,,0.75
2026-02-15 20:56:56,D1E1E2BD2E904E1CAC,Payment,Main Dining,Priya K.,Tiramisu,Regular,Desserts,Food - Desserts,DES-005,,1,16.00,16.00,0.00,16.00,1.92,Sub Side Salad (+$0.00),0.00,,4.00
2026-02-15 21:00:05,6070AD3C08E7495284,Payment,Main Dining,Priya K.,Beet & Burrata Salad,Regular,Appetizers,Food - Starters,APP-003,,1,18.00,21.50,0.00,21.50,2.58,Add Avocado (+$3.50),3.50,,5.40
2026-02-15 21:00:05,6070AD3C08E7495284,Payment,Main Dining,Priya K.,Sparkling Water (750ml),Regular,Drinks - Non-Alc,Beverage - Non-Alc,NA-001,,1,8.00,8.00,0.00,8.00,0.96,,0.00,,1.60
2026-02-15 21:00:05,6070AD3C08E7495284,Payment,Main Dining,Priya K.,Dungeness Crab Cakes,Regular,Appetizers,Food - Starters,APP-002,,1,24.00,24.00,0.00,24.00,2.88,,0.00,,9.60
2026-02-15 21:00:05,6070AD3C08E7495284,Payment,Main Dining,Priya K.,Tuna Tartare,Regular,Appetizers,Food - Starters,APP-001,,1,22.00,22.00,0.00,22.00,2.64,,0.00,,7.70
2026-02-15 21:02:25,0E50563252A942CCB5,Payment,Main Dining,Emma W.,West Coast Chowder,Regular,Appetizers,Food - Starters,APP-008,,1,17.00,17.00,0.00,17.00,2.04,,0.00,,4.25
2026-02-15 21:02:25,0E50563252A942CCB5,Payment,Main Dining,Emma W.,Charred Octopus,Regular,Appetizers,Food - Starters,APP-006,,1,23.00,25.00,0.00,25.00,3.00,Gluten-Free Pasta (+$2.00),2.00,,8.05
2026-02-15 21:02:25,0E50563252A942CCB5,Payment,Main Dining,Emma W.,Affogato,Regular,Desserts,Food - Desserts,DES-004,,1,12.00,12.00,0.00,12.00,1.44,,0.00,,2.40
2026-02-15 21:02:25,0E50563252A942CCB5,Payment,Main Dining,Emma W.,Glass — Pinot Gris (BC),Regular,Drinks - Wine,Beverage - Wine,WN-001,,1,16.00,18.00,0.00,18.00,2.16,Gluten-Free Pasta (+$2.00),2.00,,4.80
2026-02-15 21:02:25,0E50563252A942CCB5,Payment,Main Dining,Emma W.,Charred Octopus,Regular,Appetizers,Food - Starters,APP-006,,1,23.00,23.00,0.00,23.00,2.76,,0.00,,8.05
2026-02-15 21:02:25,0E50563252A942CCB5,Payment,Main Dining,Emma W.,Dungeness Crab Cakes,Regular,Appetizers,Food - Starters,APP-002,,1,24.00,24.00,0.00,24.00,2.88,,0.00,,9.60
2026-02-15 21:02:25,0E50563252A942CCB5,Payment,Main Dining,Emma W.,Old Fashioned,Regular,Drinks - Cocktails,Beverage - Cocktails,CK-004,,1,19.00,19.00,0.00,19.00,2.28,,0.00,,5.70
2026-02-15 21:11:49,B38F10D15656484F8D,Payment,Main Dining,James L.,Braised Short Rib,Regular,Mains,Food - Entrees,MAIN-004,,1,39.00,39.00,0.00,39.00,4.68,,0.00,,13.65
2026-02-15 21:11:49,B38F10D15656484F8D,Payment,Main Dining,James L.,Burrata & Prosciutto,Regular,Appetizers,Food - Starters,APP-007,,1,20.00,20.00,0.00,20.00,2.40,,0.00,,6.60
2026-02-15 21:11:49,B38F10D15656484F8D,Payment,Main Dining,James L.,Lager (16oz),Regular,Drinks - Beer,Beverage - Beer,BR-002,,1,9.00,9.00,0.00,9.00,1.08,,0.00,,2.70
2026-02-15 21:11:49,B38F10D15656484F8D,Payment,Main Dining,James L.,West Coast Chowder,Regular,Appetizers,Food - Starters,APP-008,,1,17.00,17.00,0.00,17.00,2.04,,0.00,,4.25
2026-02-15 21:11:49,B38F10D15656484F8D,Payment,Main Dining,James L.,Chocolate Fondant,Regular,Desserts,Food - Desserts,DES-002,,1,17.00,20.50,0.00,20.50,2.46,Add Avocado (+$3.50),3.50,,4.25
2026-02-15 21:11:49,B38F10D15656484F8D,Payment,Main Dining,James L.,Mushroom Risotto,Regular,Mains,Food - Entrees,MAIN-010,,1,28.00,31.00,0.00,31.00,3.72,Add Truffle Oil (+$3.00),3.00,,7.00
2026-02-15 21:11:49,B38F10D15656484F8D,Payment,Main Dining,James L.,Pacific Mule,Regular,Drinks - Cocktails,Beverage - Cocktails,CK-001,,1,17.00,21.00,0.00,21.00,2.52,Extra Prawns (+$4.00),4.00,,4.25
